숙소id,지하철id,도보거리(m)
8687556,F27,656
8793166,A48,479
8703711,249,927
8704528,F22,2020
8709068,A19,579
8712309,M11,220
8555250,D16,237
8967396,607,3908
8816022,L29,1454
8816465,A48,662
8973873,G35,335
8985316,B08,560
8989320,226,453
8729960,622,101
8730247,G36,722
8861269,226,504
8741124,F33,754
9116752,L15,365
9117852,626,180
8869857,701,2055
8873479,L06,718
8992894,A16,420
8993871,G14,717
8995042,J31,520
9007767,R11,394
9026203,F38,401
9027283,L24,312
9118604,110,245
9118958,J13,654
9127163,F01,2079
9147025,601,5303
9155212,F14,645
9156676,J21,618
9167889,225,324
9050105,D26,374
9061145,M16,674
8942272,J29,359
8952816,R04,217
8953200,R04,204
9064714,721,252
9078222,D26,165
9079871,244,1217
9178165,227,376
9181806,G34,218
9182008,R01,408
9185696,F01,2962
8953404,R04,378
8953625,R04,355
8954037,R04,306
9093219,224,455
9097241,R42,226
9299164,F01,698
9312190,415,200
9106711,L05,291
9111254,251,570
9116018,A11,81
9325979,D22,650
9328578,A12,391
9230523,243,590
9232861,R11,394
9116734,G32,189
9416007,F38,214
9426526,A27,1349
9256750,L15,315
9435503,A17,412
9436038,A25,685
9445342,A28,833
9445501,A27,1080
9445593,A33,247
9351006,252,438
9355498,A48,653
9278192,709,281
9289159,A12,146
9362344,G32,852
9445789,A25,887
9450180,715,697
9458704,A27,792
9461669,236,298
9536965,251,388
9544410,A27,708
9560398,624,281
9562872,G09,461
9472905,A46,1031
9473889,F36,279
9372859,L11,362
9381657,M14,151
9476774,121,276
9486111,Q05,157
9563868,M22,90
9563873,G05,1719
9576278,J30,443
9392048,701,2080
9392164,701,2327
9489073,622,1075
9509218,L05,254
9603803,A47,1004
9607485,249,453
9612035,114,146
9510385,R03,615
9512372,115,294
9513511,211,200
9675064,L29,2531
9612938,A10,378
9614785,R39,562
9617219,251,487
9526314,114,273
9765276,D27,455
9623722,226,528
9626230,A47,162
9630344,J28,281
9635607,L29,1239
9685865,D32,757
9767424,L08,618
9663062,G19,444
9770459,A47,460
9775146,238,632
9707498,F23,486
9857854,L06,1013
9858717,S29,1286
9786543,A48,864
9788114,415,260
9863045,621,899
9720768,R15,173
9720809,R17,303
9725508,A42,243
9726043,D29,602
9876040,301,693
9735957,M19,361
9806373,243,392
9806606,M18,764
9806634,F14,575
9809911,J29,400
9887763,719,123
9895587,719,138
9898022,701,1064
9899132,721,357
9751043,G32,311
9752005,L01,220
9900100,252,2012
9901423,252,2174
9821370,A12,434
9826628,G32,991
9839263,R05,161
9757875,F06,952
9915643,D26,544
9919728,M01,1504
9920363,M04,389
9843884,257,400
10034187,G28,958
10034817,A27,1215
9939843,701,2128
9925507,L11,343
9944788,701,519
10035471,G28,969
10038170,G28,989
10038410,G28,966
9944808,A47,1471
9944860,M18,192
9956834,A14,353
10142056,Q04,591
10142499,G10,1727
10155003,G28,906
9958322,F09,241
10038693,G28,706
10050536,G28,828
10052587,G28,958
10053943,A11,276
10055925,G28,699
10057826,G28,943
9976264,G28,344
10160215,F34,159
10165064,A19,337
10165181,G28,823
10165313,G28,697
9987988,A48,404
10165663,A50,477
10167401,G12,554
10170156,F26,797
10174662,M19,329
10183177,R29,430
10068653,M18,496
9994304,622,751
9996642,D25,580
10205130,621,256
10207451,D31,397
10209973,636,107
10073940,G06,1786
10082057,D32,363
10085478,G28,845
10086307,A15,529
10000070,D28,635
10013750,D22,231
10089727,F12,381
10096515,L06,221
10097957,225,416
10101097,L10,453
10243039,M20,307
10243895,A21,473
10031902,A27,1076
10032487,R22,241
10338839,H08,536
10340705,225,489
10341262,Q05,208
10251082,238,809
10253159,S24,4885
10253769,301,515
10115137,244,1074
10124372,A46,734
10350976,A11,335
10355146,A46,551
10357730,R01,196
10267242,F34,345
10268073,129,429
10279086,250,536
10135724,F11,80
10569037,626,343
10369038,701,1899
10369047,701,1899
10280345,D30,299
10280549,D29,439
10282307,238,409
10289124,A47,849
10611168,A27,1136
10612564,123,392
10385262,A20,293
10386341,M12,794
10634636,G16,341
10637554,D29,180
10649625,636,222
10321100,D10,207
10329264,231,708
10877492,A12,556
10881164,G34,549
10413492,A27,1215
10413576,S31,2354
10886971,A46,647
10887847,A18,316
10470258,621,627
10686958,A03,327
10702506,F14,554
10709249,J29,680
10710179,L06,414
10721891,A27,1136
10939710,M06,142
10941762,M19,316
10943915,A12,187
10980678,S01,245
10488505,A18,394
10489240,M01,1182
11014346,239,399
11020169,503,608
10748040,113,466
10769752,D28,262
11046927,G26,527
10801094,A43,296
10527274,A48,567
10539779,M18,646
10540876,A16,302
10545027,G35,937
10546254,G35,455
10553095,A54,417
10812263,F21,671
10824871,A33,178
11069190,226,381
11069406,A17,373
11091309,257,501
11096888,F26,673
11100541,F21,37
11229663,G09,958
11234747,R05,765
11114607,J31,1098
11138823,204,492
11147376,234,275
11243953,A27,1136
11496607,225,541
11497938,106,1999
11511431,A14,570
11244568,M20,304
11162564,L05,216
11186765,714,1140
11206278,M18,211
11528951,A48,881
11302521,D31,774
11341728,M20,304
11542467,A10,301
11552749,A27,1136
11553357,J28,342
11210829,A48,808
11741555,133,281
11753010,D40,755
11753760,R33,377
11343196,423,539
11352664,224,633
11359913,L06,436
11371535,211,543
11371773,M11,221
11753792,G35,646
11758313,M20,304
11769558,L16,455
11772032,714,324
11790047,243,502
11791673,243,534
11568577,M20,304
11574674,M09,497
11372267,A27,1136
11372330,224,311
11381526,M20,304
11593727,249,454
11604307,A48,457
11609108,D22,200
11803487,G36,456
11804245,F24,447
11420840,709,662
11619832,A11,193
11620821,714,879
11624421,G35,413
11649232,L08,874
11840404,633,496
11844776,713,223
11847204,636,288
11422056,712,624
11437634,G18,410
11863225,M20,304
11867485,R15,134
11452204,A27,1136
11452547,F20,273
11452989,115,267
11652590,227,181
11652872,F11,287
11653077,D17,321
11656367,G32,755
11674309,633,496
11474011,A27,1136
11984148,F14,421
11905096,D31,343
11909308,134,443
11675279,247,923
11693193,G30,648
11715651,633,496
12004547,A20,452
11927032,J29,655
11935301,R32,276
11940117,A16,224
12006770,L05,191
12007175,A27,1136
12007456,622,378
12009651,A12,311
11716127,633,34
11720001,A14,472
12221970,H07,186
11967410,M20,304
11973701,714,333
12019589,F22,778
12024963,M20,304
12025968,622,389
12245694,A02,159
12246395,119,263
12037401,626,350
12431649,A27,1136
12433302,G33,238
12039579,F06,952
12039894,F06,814
12267599,A12,434
12272376,H07,182
12272850,633,641
12041170,A59,1097
12051116,A18,497
12273048,D14,122
12052143,A22,365
12495831,F11,371
12053427,M01,1751
12068200,136,288
12325036,G32,366
12325045,629,261
12325291,113,129
12328112,G26,111
12087785,G35,392
12518189,714,259
12542485,901,302
12542544,A27,1241
12344456,R32,355
12092786,D35,707
12112190,A27,1136
12114040,632,460
12359146,A50,280
12360207,L08,534
12360660,D22,277
12360843,D22,295
12563738,226,359
12567868,L06,321
12122102,108,292
12135851,A47,806
12590077,R34,260
12592427,F02,2210
12598128,A17,257
12598446,A18,86
12386579,107,357
12401233,224,367
12403252,226,576
12190880,A18,245
12409217,A27,1136
12606349,624,439
12610244,A15,432
12619450,F29,567
12642845,R34,694
12645495,706,1394
12713863,G14,396
12723066,724,486
12658099,A30,32
12916189,R35,403
12924969,J29,321
12929852,A12,394
12737192,A12,577
12681206,715,760
12686241,G32,178
12701430,D07,403
12950991,Q04,496
12778678,R11,394
12964763,A27,1136
12965215,A44,428
12702291,A27,1136
12703851,A44,445
13075158,D22,746
13081306,A27,1136
12965831,L11,441
12985547,627,234
13091684,632,387
12794791,112,474
12804309,A45,370
12806016,D30,470
12806356,721,314
12806940,A47,790
12811459,A25,362
12812577,A25,360
13004961,225,118
13004967,225,336
13004996,H12,229
13101855,247,3107
13107627,D39,1003
13108191,129,219
13009244,132,59
12827964,F24,312
12829031,252,195
12829063,D25,578
12832062,H12,245
13113906,R33,284
13117094,227,552
13125552,L14,504
13024560,R04,803
12832371,Q03,216
12832899,B08,507
12833187,B08,298
12836808,125,531
13031854,S03,551
13130313,A27,1136
13135589,R45,664
13135822,A25,587
13136376,622,823
13042637,714,616
12852083,A42,607
12856720,718,297
12856987,715,1785
13046279,113,426
13047541,S30,982
13055856,S03,461
13058423,F25,162
13139892,227,263
13153265,F24,607
13154343,A25,663
13156126,A18,315
12866207,A44,428
12867918,Q03,264
12869930,A27,1136
12888052,A25,159
13398340,A47,946
13398348,L08,645
13209522,B17,260
13217170,G33,713
13169559,A25,917
13170159,D39,1134
13408222,252,916
13183826,B21,241
13187006,713,233
13193503,A16,352
13222140,S30,1320
13222669,714,1188
13234457,A45,306
13417071,J31,956
13422992,F14,127
13424027,238,817
13436258,415,84
13246042,M10,263
13260699,A22,566
13264690,A11,387
13444818,G12,392
13445057,A27,1089
13448568,634,496
13451379,721,254
13451811,D10,482
13276930,L06,177
13548357,D32,108
13554710,D28,239
13556607,J23,213
13559208,122,390
13564134,A14,744
13467270,716,928
13474455,A46,883
13573828,A47,536
13580382,A25,818
13587436,238,730
13291508,F25,828
13294325,G32,182
13294471,S28,871
13295693,D38,549
13300639,237,531
13478244,L08,436
13599973,A32,432
13603093,D29,573
13603364,G18,971
13605192,246,690
13606307,251,603
13307480,A10,161
13317650,A53,202
13494095,230,227
13494532,Q03,666
13614714,114,312
13621211,633,486
13507341,238,423
13332816,L05,299
13341955,708,594
13355002,L29,1474
13507677,219,487
13510347,B08,578
13624873,F14,342
13640966,225,251
13522948,123,146
13360675,G36,1428
13361613,225,291
13371699,F25,299
13373898,225,291
13526398,R11,409
13536155,718,500
13684217,D25,175
13384425,D27,183
13388210,A25,373
13388649,G18,1045
13392858,A42,243
13879611,121,352
13685807,A25,609
13881135,M11,1216
13882394,R21,342
13710241,A17,367
13669064,634,179
13674349,S01,119
13674799,F21,540
13680628,122,514
13891485,230,234
13894813,D15,260
13724284,D27,281
13727552,L08,468
13730290,225,364
13732215,L29,1851
13902725,A27,38
14024651,A47,653
14028018,A27,1136
14029633,D35,1687
14030375,A47,522
13745644,Q03,823
13912712,Q03,199
13914201,A16,454
13920801,226,195
13752815,H07,421
13766130,M16,372
13769545,237,332
14043464,L05,296
14055238,237,542
13770996,Q04,246
13936824,L11,637
13938420,242,610
13941973,G14,1136
13771529,A11,487
13779358,708,576
13954583,M09,377
13956372,A25,135
13956613,D31,383
13788132,G34,841
13794689,A18,361
13795744,M09,116
13813731,A48,420
14103515,113,382
14110407,H06,401
13821190,G19,247
13825154,R43,555
13959556,F01,4120
13970217,R11,382
13980860,D26,484
13980911,R06,198
13981865,701,1899
13827959,D33,428
14138302,D08,434
14139553,Q03,264
14140552,L06,418
14143250,A46,684
13848005,224,410
13854483,M09,421
13995561,A49,1217
13997552,G18,47
13997894,706,839
13857291,A03,192
14151487,S01,278
14151551,714,263
14152775,721,238
14153255,250,939
14163352,A55,365
13876681,A27,537
13877683,J28,358
14006823,A27,1136
14012274,R11,531
14275887,F03,326
14177028,L08,900
14195437,710,109
14203693,G35,782
14213699,A25,145
14557504,A46,760
14575138,413,446
14588156,249,474
14214403,L20,1002
14215652,133,320
14222252,110,508
14281526,F01,4575
14281865,R34,406
14296598,L08,425
14316284,A32,373
14595903,A44,428
14609199,A14,800
14616377,236,48
14237735,A12,501
14262383,F01,2434
14872249,L06,477
14318774,G10,934
14322869,R06,356
14340142,J31,552
14341397,R03,1033
14625676,F23,382
14628080,225,289
14636181,F01,3464
14882046,225,224
14882309,D30,221
14892623,S26,651
14911767,F24,451
14913941,S01,518
14661553,F21,494
14348580,G28,604
14351693,L20,707
14357698,122,382
14359772,G33,162
14686840,F01,117
14692459,Q05,417
14696542,M12,398
14406923,701,1568
14408114,B10,161
14918238,A45,675
14918404,D30,375
14925506,H11,8254
14931156,242,469
14933388,A46,609
14933521,A14,217
14698446,701,1919
14707648,H12,383
14710763,G32,514
14730708,123,256
14961122,J29,496
14963736,A27,1136
14420353,638,40
14421383,M09,373
14429976,M16,737
14737992,114,203
14746280,G31,171
14446717,124,357
14450268,A44,428
14452731,115,311
14462592,S22,10655
14465415,G09,1042
14772701,L11,807
14968436,225,503
14982260,R03,358
14987516,H11,8031
14994076,502,901
15002637,119,274
15003711,R34,682
15018397,F18,355
14788009,R01,617
14466193,F34,409
14467602,F16,420
14470437,A48,819
14472272,G32,372
14819796,F21,146
15033685,A22,593
15038469,F23,131
15040421,622,689
15066269,225,408
15067291,225,308
14826817,D30,331
14838161,638,351
14839995,F24,645
14485372,625,222
14485877,L29,863
14489615,G05,4500
14506036,621,671
14507274,L06,938
14843553,A28,602
14855614,R14,169
15083571,901,322
15083823,F22,1680
15095589,R36,339
14856799,701,1899
14519882,A27,813
14529806,225,295
15234773,L05,272
14858777,224,318
14864014,248,243
14868857,L11,555
15114550,A46,493
15115382,A46,517
15124396,625,472
15247262,238,727
15250033,D27,500
15250168,L12,189
15506009,A47,845
15141938,130,192
15150240,D27,184
15159731,633,473
15188621,A44,530
15507375,D39,1802
15517104,F23,401
15522627,R34,239
15527416,G13,292
15257524,J28,283
15260962,A33,373
15266254,R14,132
15268654,F21,438
15268792,134,569
15301517,R06,438
15190865,G29,466
15206272,A48,567
15785088,A44,434
15549056,621,746
15561421,M20,304
15568616,R05,121
15301748,505,583
15314054,123,277
15326243,R18,245
15336596,D01,479
15569019,A47,569
15576821,503,872
15799340,D37,653
15802947,A42,297
15581948,D25,474
15583957,M20,304
15597600,J31,1094
15815905,F16,441
15819665,L21,244
15822044,G29,437
15827829,626,348
15602953,J30,126
15338155,711,203
15340854,225,331
15343302,225,304
15345019,G26,299
15347268,724,253
15360687,A47,146
15603347,F21,514
15635167,629,277
15641341,S30,669
15832098,115,365
15834511,125,577
15844782,F25,579
15845215,G15,495
15845669,104,466
15847347,Q05,583
15854548,G34,217
15360787,225,292
15371951,M10,584
15381675,J29,401
15654668,F20,297
15675520,R21,295
15857118,A47,635
15857259,F12,367
15857334,F12,334
15858847,A16,474
15678385,247,2902
15411988,A27,582
15423552,A17,345
15425744,113,690
15706863,J31,606
15870454,A27,1136
15915152,632,513
15715486,L08,650
15723889,628,306
15436836,F21,855
15436871,118,596
15444619,423,397
15728780,F14,365
15732405,F01,4475
15928001,626,149
15928635,M10,267
15928835,A16,326
15929281,L06,759
15932054,R06,205
15732778,D27,497
15732919,F01,4831
15733438,623,809
15465050,L05,180
15473752,A64,743
15476794,F01,4281
15936167,L13,487
15937310,H03,2944
15938836,F05,936
15939056,F05,1137
15943475,123,350
15943497,G33,237
15740080,N03,983
15482966,714,494
15483201,714,535
15485880,L06,910
15746736,L08,333
15756633,252,1623
15767826,634,484
15948069,A18,321
15952447,F24,750
15956155,711,320
15966974,A33,159
15769077,706,1844
15992078,A28,392
15494796,133,546
15495132,624,472
16004776,R29,687
16005960,M20,313
15772447,F18,400
15774003,D35,585
15774629,R31,293
16248277,706,2261
16253413,H07,354
16254609,H06,344
16019792,247,665
16029078,A02,340
16063885,A16,224
16380794,R42,357
16070567,L15,473
16072472,F06,2167
16269344,G35,882
16271447,A42,243
16273510,A27,1136
16274061,119,428
16396241,G29,367
16396729,J29,482
16122024,A07,396
16122082,A10,244
16123943,S27,2014
16132114,S30,1325
16402746,F01,6359
16405590,633,607
16282085,A46,421
16296678,A46,596
16298529,M10,455
16140940,238,540
16148036,211,275
16157731,423,471
16158343,244,1398
16405668,R18,250
16409634,J30,285
16174233,Q03,264
16299489,M11,415
16417951,250,606
16194283,A50,330
16201959,M11,1272
16426123,F21,381
16312498,M20,304
16313547,639,241
16331234,G30,266
16449771,H07,306
16212767,A21,613
16216301,S30,1296
16220003,113,565
16332208,M10,751
16332492,M20,304
16454273,F24,613
16454703,R45,385
16226219,L11,388
16229170,F16,65
16232783,S19,1060
16352982,115,128
16365878,A46,1139
16480273,M11,1073
16488787,B13,952
16843605,G35,260
16846366,123,604
16556049,245,266
16556211,244,287
16505636,726,704
16506016,622,637
16855055,G30,291
16859099,715,847
16860045,R01,2068
16867024,226,335
16873148,711,1595
16581779,J30,900
16584878,F21,1256
16601518,114,306
16603017,110,555
16613747,L15,437
16533105,A17,181
16534156,Q03,574
16534157,D34,932
16534321,D34,728
16620235,A47,688
16621121,M12,158
16534337,L12,370
17173473,G10,607
16893907,R03,554
16913950,A27,723
17174519,A31,301
17177726,A42,650
16634459,224,538
16649739,D35,840
16659292,A43,243
17218063,Q03,942
17218433,131,101
16937801,A11,340
16954330,A15,508
17223109,A31,96
17231011,G09,526
16677170,A31,318
17249755,M11,1069
17263550,A15,425
17265284,D37,637
16962435,L16,118
16962471,226,465
16965072,G32,296
16965094,709,321
17266124,F01,6078
17286647,F14,612
17297467,D28,526
16969156,R11,824
17321243,G29,351
17339881,A46,632
16735133,M18,766
16735801,A17,404
16777456,505,692
16778711,A44,408
17347938,G18,292
17367187,414,314
17044854,D06,40
17093180,Q03,677
17093264,A59,685
17367484,G18,684
17370778,F24,530
16793649,J23,285
16795649,J29,624
17382091,F05,804
17383253,A18,217
17097239,D43,368
17097495,A15,320
17097898,G18,515
17106014,A25,220
17107608,J28,162
16802965,M16,779
16806575,244,687
16812429,A15,559
17400801,G26,705
17405175,H03,2920
17117631,A15,282
17122054,224,694
17122439,224,761
17122814,623,378
17123646,B12,557
17554298,S18,981
17554981,A18,333
17561119,R11,441
17419342,A15,559
17430215,A30,582
17431995,L06,621
17153913,G28,263
17157615,F14,316
17866018,M10,294
17433572,A15,558
17447150,A20,459
17457491,M10,369
17569080,227,89
17603059,632,358
17605478,J30,566
17606753,M09,554
17866206,D43,585
17876530,504,1197
17897913,711,1482
17899730,215,1340
17923261,M01,1390
17489509,G28,193
17494614,R05,297
17495862,250,601
17607132,J30,606
17632840,D43,368
17500994,L29,315
17925111,A27,723
17929219,133,256
17940029,701,2942
17943407,L05,267
17943732,A33,198
17512466,724,425
17513537,G36,688
17652158,M16,684
17653243,M20,304
17653754,Q03,297
17653791,A46,508
17654611,720,92
17665943,708,1441
17669480,A46,837
17515734,G32,50
17951580,J31,809
17974244,121,309
17685710,204,307
17713865,Q03,292
17975664,501,448
17980772,415,388
17981267,415,233
18009149,R34,505
18179365,A27,1136
18188958,M16,765
17716140,244,853
17730019,J30,723
17731891,B19,1653
17750380,M16,946
18022636,G26,393
18024561,125,77
18025228,J29,757
18039693,626,348
17759478,G33,335
17764355,S30,570
18210106,A25,308
18211851,A14,447
18215065,701,397
18059656,224,350
18071399,A30,639
18225912,701,1617
18226037,A44,461
17796480,708,300
17810201,108,180
18226108,L08,159
18226214,115,54
18227529,A16,187
17832214,A44,217
17853353,503,580
17857431,A44,557
18076911,F02,1622
18077042,A59,441
18085447,114,644
18087564,G26,411
18240963,D43,371
18251681,G35,614
18103710,B08,356
18120404,J29,791
18120946,G32,643
18271282,R22,69
18425106,134,786
18430588,A12,158
18445522,230,124
18448446,A27,1136
18449954,A46,453
18274232,125,254
18124558,624,514
18133502,G32,594
18671835,707,1291
18286926,L29,2267
18290561,224,311
18303895,226,257
18455830,J29,735
18459547,F18,255
18308486,M11,419
18310427,A12,336
18313862,F24,462
18682184,226,426
18689454,J30,604
18325063,721,185
18342361,A20,346
18499074,A48,351
18506841,A16,467
18345358,207,58
18348512,A25,386
18704413,R28,590
18706893,A27,1136
18718195,B06,656
18721209,207,625
18349549,626,190
18358363,A50,330
18358606,624,111
18550867,601,1329
18560569,227,400
18565752,G32,632
18359018,626,348
18729143,L08,307
18735653,F22,1228
18736484,H11,6947
18386307,129,430
18393354,A27,403
18582792,G32,784
18583467,A10,284
18586873,A27,174
18404373,R39,358
18411427,F24,583
18750465,723,447
18753406,G18,357
18753645,A44,681
18768741,723,398
18412771,113,548
18596197,A27,1136
18599352,A27,1136
18888212,F03,1737
18893778,633,341
18895187,F01,6456
18625919,256,224
18629154,S29,972
18632502,F21,274
18787858,723,315
18789421,J30,476
18792703,723,438
18793922,A16,456
18795447,411,237
18806323,H06,419
18917771,B20,159
18638573,R01,1074
18652544,723,506
18942735,S03,527
18812153,723,450
18820446,723,474
18823971,627,423
18824754,D37,620
18657204,J31,956
18662619,F25,302
