id,bus_stop,w_distance
48483049.0,3 AV/E 17 ST,95
48489975.0,1 AV/E 60 ST,77
48493122.0,W 49 ST/5 AV,76
48503504.0,DE KALB AV/SAINT NICHOLAS AV,135
48334556.0,47 AV/196 ST,79
48341938.0,7 AV/W 53 ST,117
48344749.0,W 34 ST/8 AV,155
48344963.0,9 AV/W 35 ST,240
48345047.0,W 34 ST/8 AV,133
48345099.0,CENTRAL PARK WEST/W 104 ST,141
48345227.0,9 AV/W 35 ST,131
48214743.0,CASTLETON AV/HARBOR VIEW CT,62
48215693.0,n conduit av/95 st,1204
48216778.0,CATON AV/SAINT PAULS PL,134
48229606.0,UTICA AV/LINDEN BLVD,224
48230852.0,E 57 ST/3 AV,150
48230897.0,SAINT MARKS PL/2 AV,93
48345447.0,8 AV/W 37 ST,193
48520815.0,BROOKLYN AV/ATLANTIC AV,44
48527525.0,W 145 ST/CONVENT AV,11
48528952.0,MANHATTAN AV/W 113 ST,106
48559980.0,COLUMBUS AV/W 84 ST,83
48356312.0,5 AV/W 30 ST,113
48357548.0,MANHATTAN AV/W 112 ST,81
48360362.0,ASTORIA BLVD/STEINWAY ST,407
48231063.0,2 AV/E 6 ST,61
48233657.0,LEXINGTON AV/E 89 ST,103
48247577.0,BROADWAY/WYTHE AV,189
48365708.0,E 98 ST/CLARKSON AV,101
48367018.0,BROADWAY/WILLOUGHBY AV,117
48562814.0,6 AV/W 27 ST,137
48562902.0,6 AV/W 29 ST,76
48563315.0,6 AV/W 29 ST,194
48566707.0,GREENWICH ST/BATTERY PL,20
48569389.0,7 AV/W 28 ST,173
48585070.0,ATLANTIC AV/124 ST,108
48586222.0,5 AV/E 55 ST,112
48367351.0,3 AV/E 75 ST,127
48253767.0,HOYT AV/31 ST,555
48255368.0,CENTRE ST/BROOME ST,124
48255427.0,10 AV/W 25 ST,67
48257064.0,MONTROSE AV/LORIMER ST,70
48627687.0,BOWERY/GRAND ST,120
48380523.0,3 AV/E 104 ST,48
48587319.0,5 AV/E 55 ST,167
48587320.0,5 AV/W 56 ST,74
48587324.0,W 57 ST/5 AV,92
48587330.0,W 57 ST/6 AV,106
48587331.0,5 AV/E 55 ST,102
48587332.0,5 AV/W 56 ST,62
48587333.0,W 57 ST/6 AV,217
48382101.0,LACONIA AV/E 225 ST,162
48383636.0,FREDERICK DOUGLASS BLVD/W 140 ST,66
48383760.0,E 14 ST/AVENUE A,177
48639298.0,147 AV/184 ST,150
48654449.0,UTOPIA PKWY/75 AV,105
48658249.0,AVENUE D/E 6 ST,227
48658534.0,BEDFORD AV/WILLOUGHBY AV,196
48659103.0,HOLLIS AV/217 PL,132
48661185.0,SAINT ANN'S AV/E 146 ST,179
48672660.0,WATER ST/WALL ST,63
48587864.0,3 AV/E 37 ST,131
48601052.0,3 AV/E 39 ST,104
48601560.0,3 AV/E 37 ST,115
48601706.0,E 42 ST/LEXINGTON AV,223
48601811.0,3 AV/E 37 ST,110
48602128.0,E 42 ST/LEXINGTON AV,184
48602260.0,3 AV/E 39 ST,51
48602318.0,LEXINGTON AV/E 40 ST,148
48602370.0,3 AV/E 37 ST,110
48399663.0,9 AV/W 40 ST,73
48402078.0,JERSEY ST/PAUW ST,131
48612262.0,NOSTRAND AV/CLARENDON RD,200
48867046.0,E 14 ST/2 AV,212
48674402.0,WYTHE AV/GRAND ST,74
48674893.0,CENTRAL PARK WEST/W 104 ST,141
48676981.0,7 AV/STERLING PL,169
48679571.0,MYRTLE AV/79 ST,313
48682927.0,COLUMBUS AV/W 78 ST,40
48871242.0,BROADWAY/MADISON ST,182
48879282.0,HUGH GRANT CIRCLE/CROSS BRONX EXPWY SERVICE RD,97
48886891.0,UTICA AV/FARRAGUT RD,220
48699809.0,ASTORIA BLVD/STEINWAY ST,385
48707741.0,63 RD/108 ST,1270
48720514.0,E 57 ST/3 AV,189
48731947.0,DEAN ST/NEW YORK AV,227
49060074.0,SAINT JOHNS PL/SCHENECTADY AV,188
49072113.0,LINCOLN RD/FLATBUSH AV,6
49074308.0,GATES AV/PATCHEN AV,144
49074726.0,LEXINGTON AV/E 62 ST,96
49074929.0,5 AV/W 31 ST,77
48920995.0,EMPIRE BLVD/LAMONT CT,327
48733636.0,3 AV/E 14 ST,92
48735024.0,E 14 ST/IRVING PL,36
48735040.0,E 14 ST/IRVING PL,36
48735062.0,E 14 ST/IRVING PL,36
48736649.0,LAUREL HILL BLVD/58 ST,917
48921786.0,MURDOCK AV/200 ST,245
48922519.0,BROADWAY/W 69 ST,91
48933117.0,6 AV/WHITE ST,123
48936915.0,GATES AV/PATCHEN AV,135
49077488.0,GREENWICH ST/HORATIO ST,76
49081266.0,E 23 ST/BROADWAY,66
49088129.0,8 AV/W 31 ST,81
49089324.0,8 AV/W 31 ST,124
49089376.0,8 AV/W 28 ST,232
49089414.0,8 AV/W 28 ST,43
49089488.0,8 AV/W 28 ST,163
49089500.0,8 AV/W 28 ST,178
49089513.0,8 AV/W 28 ST,62
48939444.0,21 ST/38 AV,341
48940172.0,LINDEN BLVD/193 ST,256
48942624.0,2 AV/E 75 ST,154
48740080.0,COOPER ST/CENTRAL AV,220
48740096.0,WHITE PLAINS RD/OBRIEN AV,343
48741152.0,WHITE PLAINS RD/OBRIEN AV,101
48742328.0,HALSEY ST/KNICKERBOCKER AV,125
48752329.0,1 AV/E 60 ST,118
48758785.0,FR CAPODANNO BL/WINFIELD ST,244
48758887.0,LEWIS AV/GREENE AV,61
48764611.0,MANHATTAN AV/W 114 ST,63
48767472.0,28 ST/QUEENS PLAZA SOUTH,599
49089574.0,8 AV/W 28 ST,295
49089583.0,8 AV/W 28 ST,78
49089593.0,8 AV/W 31 ST,57
49089605.0,8 AV/W 28 ST,98
49089633.0,8 AV/W 28 ST,85
49089728.0,8 AV/W 28 ST,87
49089734.0,8 AV/W 31 ST,208
49089753.0,8 AV/W 31 ST,181
49089760.0,8 AV/W 31 ST,89
49089771.0,8 AV/W 31 ST,124
48943038.0,BROADWAY/MADISON ST,95
48943933.0,FULTON ST/THOMAS S BOYLAND ST,151
48944147.0,ROCKAWAY AV/MACDOUGAL ST,70
48955719.0,CENTRAL PARK WEST/W 102 ST,141
48956711.0,COLUMBUS AV/W 89 ST,149
48959254.0,JAMAICA AV/LOGAN ST,413
49089796.0,8 AV/W 28 ST,75
49089859.0,8 AV/W 31 ST,119
49091621.0,COLUMBUS AV/W 106 ST,199
49092035.0,8 AV/W 28 ST,174
49092042.0,COLUMBUS AV/W 102 ST,166
49092069.0,8 AV/W 20 ST,149
48767648.0,LEXINGTON AV/E 94 ST,85
48768760.0,28 ST/QUEENS PLAZA SOUTH,505
48782140.0,CLARKSON AV/FLATBUSH AV,72
48783563.0,8 AV/W 39 ST,109
48786590.0,SPRINGFIELD BLVD/HORACE HARDING EXPWY SOUTH,179
48787510.0,EAST TREMONT AV/CROTONA AV,89
48789001.0,3 AV/15 ST,178
48959628.0,COLUMBUS AV/W 89 ST,125
48972837.0,W 57 ST/5 AV,193
48978779.0,METROPOLITAN AV/ASCAN AV,1603
48981222.0,FULTON ST/THOMAS S BOYLAND ST,133
48982956.0,BERGEN ST/BROOKLYN AV,183
48983218.0,NEW YORK AV/ATLANTIC AV,145
48802079.0,FLATBUSH AV/FOSTER AV,190
48804279.0,HALSEY ST/KNICKERBOCKER AV,388
48805587.0,COLUMBUS AV/W 86 ST,9
48805600.0,6 AV/W 27 ST,301
48807455.0,6 AV/W 27 ST,132
48983715.0,DEAN ST/BROOKLYN AV,97
49092077.0,8 AV/W 31 ST,73
49092089.0,8 AV/W 31 ST,94
49092101.0,8 AV/W 31 ST,180
49092125.0,8 AV/W 28 ST,238
49094153.0,3 AV/E 17 ST,113
49099507.0,9 AV/W 44 ST,131
49111268.0,19 ST/PROSPECT PARK WEST,315
48984579.0,BROOKLYN AV/ATLANTIC AV,78
48989849.0,1 AV /E 4 ST,143
48810846.0,BROADWAY/GRAND ST,239
48811129.0,ROGERS AV/MIDWOOD ST,16
48989915.0,DEAN ST/NEW YORK AV,206
48992874.0,HALSEY ST/STUYVESANT AV,140
48994025.0,DRIGGS AV/N 11 ST,140
49113280.0,3 AV/E 14 ST,98
49114251.0,BROADWAY/MADISON ST,144
49115431.0,ASTORIA BLVD/STEINWAY ST,825
49124533.0,7 AV/W 28 ST,98
49124837.0,7 AV/W 31 ST,187
49124976.0,6 AV/W 29 ST,82
48996689.0,KENT AV/S 1 ST,56
48823509.0,LAFAYETTE AV/GRAND AV,137
48825622.0,W 31 ST/6 AV,151
48828204.0,3 AV/E 14 ST,66
48845751.0,3 AV/E 82 ST,102
48846698.0,GLENWOOD RD/E 102 ST,174
48848322.0,SAINT MARKS PL/2 AV,111
48848698.0,SAINT MARKS PL/2 AV,191
48848891.0,SAINT MARKS PL/2 AV,193
48998267.0,DEAN ST/NEW YORK AV,144
48998616.0,HUDSON ST/BETHUNE ST,82
49002584.0,SUTTER AV/ATKINS AV,121
49003714.0,WESTCHESTER AV/INTERVALE AV,262
49125584.0,BROADWAY/WYTHE AV,152
49125621.0,BROADWAY/W 149 ST,67
49126425.0,3 AV/E 47 ST,110
49126896.0,AMSTERDAM AV/W 149 ST,150
49127236.0,NOSTRAND AV/GREENE AV,152
49132815.0,3 AV/E 91 ST,77
49011831.0,CENTRE ST/GRAND ST,170
49013421.0,W 34 ST/9 AV,74
48849201.0,1 AV /E 4 ST,73
48860567.0,86 ST/16 AV,318
49193889.0,MARCUS GARVEY BLVD/MADISON ST,133
49199952.0,3 AV/E 60 ST,114
49207819.0,HAMPTON ST / WHITNEY AVE,479
49208965.0,4 AV/SENATOR ST,165
49014923.0,8 AV/13 ST,78
49016783.0,FULTON ST/THOMAS S BOYLAND ST,125
49018761.0,3 AV/E 82 ST,89
49019237.0,ROCKAWAY AV/MACDOUGAL ST,48
49022805.0,21 ST/38 AV,620
49024100.0,237 ST/129 AV,300
49026948.0,21 ST/38 AV,602
49211825.0,SAINT NICHOLAS AV/FORT GEORGE HILL,57
49218440.0,RIVERSIDE BLVD/W 69 ST,140
49225568.0,6 AV/W 29 ST,154
49226616.0,BEDFORD AV/N 5 ST,115
49228776.0,COLUMBUS AV/W 102 ST,145
49241398.0,CENTRAL PARK WEST/W 104 ST,10
49136477.0,FATHER CAPODANNO BLVD/HUNTER AV,99
49142923.0,SAINT JOHNS PL/BROOKLYN AV,116
49145365.0,120 AV/177 ST,32
49149598.0,FRANKLIN ST/INDIA ST,91
49152970.0,AMSTERDAM AV/W 184 ST,99
49157025.0,BERGEN ST/NOSTRAND AV,202
49157424.0,GREENPOINT AV/40 ST,178
49158456.0,W 49 ST/8 AV,194
49029323.0,FLUSHING AV/HUMBOLDT ST,87
49030865.0,UTOPIA PKWY/65 AV,479
49039026.0,FOREST AV/68 RD,62
49041803.0,SUTTON PL/E 55 ST,84
49042509.0,LAFAYETTE AV/STUYVESANT AV,233
49044299.0,COLUMBUS AV/W 102 ST,130
49159986.0,E 106 ST/LEXINGTON AV,126
49169710.0,SMITH ST/BERGEN ST,72
49172890.0,21 ST/38 AV,446
49174756.0,3 AV/UNION ST,272
49175978.0,3 AV/E 14 ST,85
49046539.0,5 AV/W 31 ST,90
49046672.0,5 AV/W 31 ST,119
49241564.0,3 AV/E 60 ST,229
49243212.0,9 AV/W 35 ST,69
49244215.0,8 AV/W 37 ST,191
49245482.0,82 ST/ROOSEVELT AV,1380
49246673.0,3 AV/E 17 ST,118
49247483.0,HALSEY ST/STUYVESANT AV,74
49247694.0,BERGEN ST/HOYT ST,185
49054182.0,METROPOLITAN AV/LEFFERTS BLVD,182
49059730.0,8 AV/W 37 ST,51
49177425.0,1 AV/E 64 ST,0
49177819.0,SARATOGA AV/MACDONOUGH ST,91
49179008.0,FLATBUSH AV/OCEAN AV,52
49179068.0,fdr/catherine slip,204
49190919.0,VARICK ST/CHARLTON ST,173
49402750.0,1 AV/E 52 ST,63
49249517.0,FLATBUSH AV/MIDWOOD ST,169
49256890.0,1 AV/E 82 ST,101
49258364.0,HARRISON ST/HUDSON ST,242
49258856.0,E 79 ST/2 AV,169
49259071.0,3 AV/E 45 ST,121
49259253.0,MARCUS GARVEY BLVD/LAFAYETTE AV,115
49612318.0,LEXINGTON AV/E 89 ST,119
49613696.0,VICTORY BLVD/WOODSTOCK AV,311
49617920.0,2 AV/E 36 ST,26
49403099.0,STERLING PL/BEDFORD AV,158
49404022.0,BROADWAY/W 100 ST,176
49420553.0,21 ST/BROADWAY,1375
49421625.0,3 AV/E 17 ST,109
49422746.0,HALSEY ST/THROOP AV,152
49627000.0,CLARKSON AV/KINGS COUNTY HOSPITAL,935
49260138.0,YORK AV/E 84 ST,51
49270284.0,5 AV/W 30 ST,79
49273047.0,ALBANY AV/ATLANTIC AV,137
49274169.0,BROADWAY/CHAMBERS ST,51
49627248.0,ALBANY AV/FENIMORE ST,350
49629345.0,CATHEDRAL PKWY/FREDERICK DOUGLASS BLVD,35
49636298.0,7 AV/W 53 ST,174
49638183.0,BRUCKNER BLVD/JARVIS AV,342
49425803.0,FULTON ST/NOSTRAND AV,9
49426040.0,ATLANTIC AV/BERRIMAN ST,391
49436100.0,7 AV/W 55 ST,75
49441284.0,SENECA AV/BLEECKER ST,263
49639535.0,28 ST/QUEENS PLAZA SOUTH,616
49286428.0,CHURCH AV/RUGBY RD,700
49287294.0,BROADWAY/W 151 ST,146
49288693.0,FLATBUSH AV/DORCHESTER RD,246
49290383.0,SUTTON PL/SUTTON SQ,123
49294132.0,2 AV/E 6 ST,71
49294534.0,2 AV/E 6 ST,83
49645125.0,W 49 ST/7 AV,123
49646649.0,WEBSTER AV/ITTNER PL,400
49648091.0,GRAHAM AV/BAYARD ST,70
49651889.0,ALLEN ST/DELANCEY ST,226
49652245.0,2 AV/E 13 ST,113
49653467.0,BROADWAY/W 99 ST,79
49299232.0,SARATOGA AV/BAINBRIDGE ST,231
49315958.0,5 AV/12 ST,136
49316728.0,9 AV/W 35 ST,53
49317436.0,W 97 ST/WEST END AV,230
49319626.0,63 RD/108 ST,1319
49320836.0,HOLLIS AV/209 PL,350
49322333.0,1 AV /E 4 ST,101
49325044.0,JAMAICA AV/78 ST,219
49442994.0,SUTTON PL/SUTTON SQ,179
49443360.0,AVENUE D/E 40 ST,204
49447343.0,SCHAEFER ST/CENTRAL AV,129
49447624.0,HOLLIS AV/209 PL,417
49447923.0,STARR ST/WOODWARD AV,72
49448292.0,8 AV/W 52 ST,126
49451418.0,1 AV/E 39 ST,281
49460071.0,COLUMBUS AV/W 97 ST,3
49658095.0,ROCKAWAY AV/MACDOUGAL ST,60
49669315.0,HOYT AV SOUTH/31 ST,1057
49684216.0,VANDERBILT AV/STERLING PL,231
49690753.0,ESSEX ST/GRAND ST,57
49690878.0,W 145 ST/AMSTERDAM AV,165
49691549.0,GLENWOOD RD/E 58 ST,116
49462266.0,COLUMBUS AV/W 75 ST,137
49470050.0,7 AV/W 54 ST,38
49470218.0,W 57 ST/BROADWAY,66
49470374.0,W 57 ST/7 AV,74
49475002.0,YORK AV/E 87 ST,104
49483226.0,7 AV/15 ST,80
49328408.0,E 34 ST/2 AV,136
49336931.0,DRIGGS AV/BROADWAY,150
49341125.0,JFK AIRPORT/TERMINAL 8,5481
49341459.0,2 AV/E 75 ST,97
49341497.0,2 AV/E 75 ST,85
49346114.0,ASTORIA BLVD/STEINWAY ST,812
49346405.0,10 AV/W 45 ST,52
49348879.0,120 AV/177 ST,613
49692590.0,ROCKAWAY PKWY/FARRAGUT RD,117
49692782.0,3 AV/CARROLL ST,220
49693252.0,PUTNAM AV/CLASSON AV,179
49698767.0,BROADWAY/W 91 ST,67
49350342.0,243 ST/WELLER AV,97
49351323.0,3 AV/E 47 ST,100
49364284.0,1 AV /E 4 ST,89
49367371.0,3 AV/E 17 ST,96
49377270.0,2 AV/E 41 ST,64
49377278.0,2 AV/E 41 ST,64
49701947.0,9 AV/W 35 ST,72
49702148.0,W 34 ST/DYER AV,172
49702711.0,BERGEN ST/BOND ST,317
49487853.0,15 ST/8 AV,224
49491879.0,YORK AV/E 87 ST,104
49512718.0,2 AV/E 75 ST,126
49524149.0,REMSEN AV/AVENUE B,360
49528207.0,5 AV/14 ST,257
49705160.0,COLUMBUS AV/W 102 ST,204
49705923.0,W 97 ST/WEST END AV,101
49707129.0,KOSSUTH PL/BUSHWICK AV,255
49708212.0,E 79 ST/YORK AV,203
49378714.0,WATER ST/OLD SLIP,99
49380403.0,WATER ST/PINE ST,25
49384376.0,BROADWAY/W 153 ST,64
49388478.0,5 AV/W 32 ST,146
49391040.0,3 AV/E 45 ST,75
49532423.0,FURMANVILLE AV/77 ST,204
49533981.0,BOSTON RD/BAYCHESTER AV,651
49534641.0,3 AV/E 77 ST,235
49535251.0,E 106 ST/LEXINGTON AV,82
49538059.0,ROCKAWAY AV/FULTON ST,98
49713396.0,CENTRAL PARK WEST/W 100 ST,67
49713996.0,OCEAN AV/PARKSIDE AV,103
49716213.0,JFK AIRPORT/TERMINAL 8,6310
49551756.0,THOMAS S BOYLAND ST/DEAN ST,133
49563078.0,AVENUE C/E 3 ST,56
49563531.0,5 AV/W 28 ST,85
49730558.0,AMSTERDAM AV/W 83 ST,151
49733510.0,GATES AV/EVERGREEN AV,345
49809595.0,82 ST/ROOSEVELT AV,1015
49811796.0,ATLANTIC AV/100 ST,588
49813829.0,BEDELL ST/BAISLEY BLVD,911
49814851.0,ATLANTIC AV/84 ST,311
49815039.0,W 57 ST/9 AV,133
49834604.0,FLUSHING AV/MELROSE ST,274
49835977.0,HALSEY ST/BUSHWICK AV,174
49733992.0,BEDFORD AV/N 9 ST,218
49734537.0,BRIGHTON BEACH AV/BRIGHTON 14 ST,168
49735553.0,AMSTERDAM AV/W 149 ST,102
49738307.0,WORTH ST/MOTT ST,409
49567184.0,WYCKOFF AV/HARMAN ST,87
49568874.0,AMSTERDAM AV/W 98 ST,355
49579941.0,W 96 ST/COLUMBUS AV,66
49584983.0,9 AV/W 44 ST,112
49752230.0,48 ST/54 AV,138
49752320.0,MANHATTAN AV/W 106 ST,131
49754187.0,BROADWAY/LA SALLE ST,74
49840515.0,8 AV/W 28 ST,225
49856007.0,THROOP AV/PARK AV,111
49860773.0,GRAHAM AV/SCHOLES ST,351
49756756.0,MARCY AV/METROPOLITAN AV,184
49767880.0,OCEAN AV/231 OCEAN AV,619
49590996.0,W 145 ST/AMSTERDAM AV,169
49591825.0,VICTORY BLVD/FOREST AV,802
49593677.0,2 AV/E 6 ST,72
49596032.0,W 43 ST/8 AV,264
49607441.0,5 AV/GARFIELD PL,184
50032602.0,GATES AV/MARCY AV,159
49770362.0,QUEENS BLVD/87 AV,281
49770554.0,OCEAN AV/AVENUE O,156
49770573.0,3 AV/E 47 ST,99
49771515.0,lincoln tnl app/lincoln tnl app,311
49861555.0,LINDEN BLVD/LOGAN ST,210
49863599.0,LAFAYETTE ST/E 4 ST,83
49871065.0,MADISON AV/E 32 ST,213
49872358.0,W 34 ST/BROADWAY,239
49873851.0,BRIGHTON AV/WEBSTER AV,149
49877263.0,W 42 ST/9 AV,107
49775120.0,MALCOLM X BLVD/W 122 ST,141
49776485.0,PROSPECT PARK SOUTHWEST/10 AV,493
49777208.0,JFK AIRPORT/TERMINAL 8,6129
50034823.0,BOWERY/GRAND ST,168
50044566.0,BERGEN ST/FRANKLIN AV,234
50045106.0,2 AV/E 46 ST,145
50046726.0,CENTRAL PARK WEST/W 104 ST,193
50047337.0,DEAN ST/CLASSON AV,185
50048410.0,CONEY ISLAND AV/AVENUE T,247
50051141.0,CARY AV/NORTH BURGHER AV,37
50053083.0,MERRICK BLVD/FOCH BLVD,85
49779563.0,W 135 ST/ADAM C POWELL BLVD,236
49792300.0,CADMAN PLAZA WEST/MONTAGUE ST,89
49792328.0,COURT ST/MONTAGUE ST,215
49881509.0,MADISON AV/E 123 ST,95
49895566.0,E 86 ST/2 AV,80
49899440.0,57 AV/JUNCTION BLVD,190
49901647.0,FLATBUSH AV/LINCOLN RD,95
49902236.0,SAINT NICHOLAS AV/W 145 ST,100
49906500.0,E 57 ST/LEXINGTON AV,160
50229513.0,GREENPOINT AV/48 AV,207
50054553.0,19 ST/8 AV,290
50056629.0,WESTERVELT AV/CRESCENT AV,81
50060985.0,CROSBY AV/WESTCHESTER AV,225
50067437.0,7 AV/W 58 ST,10
50070357.0,E 14 ST/2 AV,19
50070650.0,3 AV/E 39 ST,156
50084513.0,SARATOGA AV/SAINT MARKS AV,339
50230523.0,ADAM C POWELL BLVD/W 135 ST,14
49910031.0,149 AV/241 ST,6622
49910561.0,E 23 ST/PARK AV SOUTH,196
49916027.0,9 AV/W 52 ST,95
49920227.0,WESTCHESTER AV/BRYANT AV,205
49921619.0,COLUMBUS AV/W 106 ST,164
49923953.0,MYRTLE AV/EVERGREEN AV,185
49926303.0,CLYDE PL/ARNOLD ST,221
49926780.0,Gowanus Exp./Hicks St (N.B.),805
50231445.0,GATES AV/EVERGREEN AV,78
50232312.0,MYRTLE AV/KNICKERBOCKER AV,244
50240781.0,MARCUS GARVEY BLVD/BROADWAY,131
50087383.0,2 AV/E 6 ST,94
50102924.0,COLUMBUS AV/W 80 ST,214
50243854.0,COURT ST/3 PL,145
49927058.0,2 AV/E 122 ST,184
49927153.0,46 AV/158 ST,218
49931452.0,W 145 ST/CONVENT AV,101
49934233.0,MARCUS GARVEY BLVD/BROADWAY,170
49938794.0,DRIGGS AV/N 7 ST,65
49942554.0,FORT WASHINGTON AV/W 162 ST,80
50245157.0,RIVERSIDE DR/W 119 ST,72
50257676.0,VAN WYCK SOUTH SERVICE RD/BUILDING 90,14962
50260476.0,W 14 ST/7 AV,247
49946463.0,ALLEN ST/DELANCEY ST,139
49949577.0,MALCOLM X BLVD/W 122 ST,109
49951454.0,BROADWAY/LAWTON ST,212
49951702.0,THROOP AV/JEFFERSON AV,112
49958366.0,BERGEN ST/CARLTON AV,158
50273161.0,THROOP AV/GATES AV,146
50105157.0,GATES AV/EVERGREEN AV,369
50105297.0,VANDERBILT AV/STERLING PL,146
50106057.0,120 AV/202 ST,226
50114549.0,5 AV/W 32 ST,115
50114718.0,WEST ST/KENT ST,273
50115342.0,FARRAGUT RD/NOSTRAND AV,102
50116921.0,SUTTON PL/SUTTON SQ,174
50126048.0,237 ST/129 AV,458
50282803.0,GRAHAM AV/SCHOLES ST,118
50287920.0,JOHNSON AV/HUMBOLDT ST,72
50288333.0,SOUNDVIEW AV/LACOMBE AV,335
50288716.0,9 AV/W 35 ST,227
50288808.0,KINGSLAND AV/SKILLMAN AV,122
49964381.0,WILLIAMSBURG BRIDGE PLAZA/LANE 1,226
49968296.0,5 AV/GARFIELD PL,98
49978761.0,W 139 ST/5 AV,238
49980221.0,CASTLETON AV/CEBRA AV,24
49980476.0,103 ST/ROOSEVELT AV,90
49986878.0,VAN WYCK SOUTH SERVICE RD/BUILDING 90,16528
49987009.0,MCDONALD AV/GREENWOOD AV,116
49987096.0,9 AV/W 44 ST,61
50291345.0,9 AV/W 46 ST,213
50307683.0,GATES AV/PATCHEN AV,143
50309122.0,8 AV/W  56 ST,62
50309369.0,DIVISION AV/DRIGGS AV,113
50132114.0,YORK AV/E 60 ST,57
50132200.0,GRAND CONCOURSE/E 153 ST,527
50133133.0,AVENUE A/E 11 ST,91
50133389.0,BEDFORD AV/BERGEN ST,13
50133987.0,UTICA AV/AVENUE M,75
50136462.0,21 ST/30 AV,537
50145063.0,30 AV/21 ST,689
50147460.0,DE KALB AV/WASHINGTON AV,110
50310472.0,W 50 ST/10 AV,158
50323999.0,VAN WYCK SOUTH SERVICE RD/BUILDING 90,16982
50325603.0,MANHATTAN AV/W 106 ST,144
50148604.0,E 57 ST/LEXINGTON AV,160
50152840.0,KINGSLAND AV/HERBERT ST,263
50154380.0,TOMPKINS AV/PUTNAM AV,87
50154480.0,3 AV/E 39 ST,156
50165885.0,W 23 ST/6 AV,286
49996255.0,BORINQUEN PL/S 1 ST,191
50000106.0,5 AV/W 30 ST,90
50001583.0,AVENUE C/E 12 ST,49
50005702.0,2 AV/E 9 ST,219
50012899.0,57 AV/98 ST,153
50014718.0,TOMPKINS AV/WILLOUGHBY AV,103
50017683.0,149 AV/242 ST,7413
50027063.0,AMSTERDAM AV/W 104 ST,93
50335735.0,W 49 ST/8 AV,184
50338291.0,10 AV/W 37 ST,112
50348283.0,E 14 ST/2 AV,199
50348687.0,REMSEN AV/FOSTER AV,393
50350784.0,62 DR/99 ST,77
50357364.0,10 AV/W 37 ST,91
50421355.0,LEXINGTON AV/E 31 ST,33
50423127.0,149 AV/242 ST,7591
50427075.0,GRAND CONCOURSE/FIELD PL,52
50434100.0,AVENUE X/E 2 ST,163
50437750.0,GATES AV/PATCHEN AV,195
50438495.0,3 AV/E 26 ST,100
50169444.0,6 AV/PRINCE ST,98
50170583.0,BEDFORD AV/MAPLE ST,141
50172690.0,ATLANTIC AV/SHEPHERD AV,113
50177212.0,23 AV/87 ST,725
50181296.0,2 AV/E 97 ST,39
50184806.0,NOSTRAND AV/SNYDER AV,96
50197398.0,2 AV/E 25 ST,86
50357770.0,W 37 ST/CANAL AV,1176
50357851.0,W 34 ST/DYER AV,24
50359042.0,BEDFORD AV/BROADWAY,101
50361433.0,MANHATTAN AV/W 122 ST,112
50197603.0,E 79 ST/2 AV,169
50210952.0,7 AV/W 17 ST,151
50213868.0,MOUNT MORRIS PARK WEST/W 124 ST,96
50363428.0,KENT AV/METROPOLITAN AV,32
50439191.0,DE KALB AV/SAINT NICHOLAS AV,54
50439347.0,MURDOCK AV/200 ST,395
50444487.0,E 79 ST/MADISON AV,61
50444902.0,W 97 ST/WEST END AV,44
50447076.0,OCEAN AV/AVENUE O,111
50448458.0,57 AV/98 ST,320
50373097.0,LORIMER ST/BAYARD ST,106
50373395.0,PROSPECT PARK SOUTHWEST/10 AV,19
50377243.0,3 AV/E 33 ST,40
50379952.0,SAINT JOHNS PL/BROOKLYN AV,179
50217850.0,BOWERY/GRAND ST,217
50218172.0,COLUMBIA ST/SACKETT ST,59
50218259.0,DE KALB AV/NOSTRAND AV,242
50229406.0,ATLANTIC AV/108 ST,676
50634330.0,10 AV/W 42 ST,74
50634369.0,W 42 ST/10 AV,144
50634986.0,BROADWAY/W 159 ST,83
50380856.0,94 ST/23 AV,497
50381056.0,NEW LOTS AV/VAN SINDEREN AV,227
50454030.0,BERGEN ST/NOSTRAND AV,165
50455183.0,ATLANTIC AV/WARWICK ST,58
50464753.0,ASTORIA BLVD SOUTH/STEINWAY ST,218
50464835.0,ASTORIA BLVD SOUTH/STEINWAY ST,318
50467092.0,ASTORIA BLVD SOUTH/STEINWAY ST,571
50473264.0,E 49 ST/1 AV,261
50475919.0,FRANKLIN ST/GREEN ST,107
50476420.0,SAINT NICHOLAS AV/W 150 ST,92
50480214.0,STERLING PL/FRANKLIN AV,107
50382110.0,W 72 ST/COLUMBUS AV,170
50394984.0,SAINT MARKS PL/1 AV,177
50398446.0,BEDFORD AV/HANCOCK ST,72
50403442.0,LAFAYETTE AV/STUYVESANT AV,226
50403831.0,W 33 ST/NEPTUNE AV,219
50636537.0,8 AV/W 37 ST,173
50637542.0,HOLLIS AV/201 ST,323
50638762.0,SHORE PKWY/BROWN ST,81
50639364.0,NORTH BOUNDARY RD/FEDERAL EXPRESS,2283
50640505.0,PUTNAM AV/BEDFORD AV,174
50643073.0,JOHNSON AV/HUMBOLDT ST,217
50643599.0,ASTORIA BLVD/STEINWAY ST,408
50488088.0,COLUMBUS AV/W 92 ST,136
50490000.0,GERRITSEN AV/CYRUS AV,138
50490073.0,MADISON AV/E 38 ST,213
50490369.0,THROOP AV/GATES AV,91
50496178.0,NEREID AV/MONTICELLO AV,272
50497636.0,FRANKLIN AV/EASTERN PKWY,73
