id,bus_stop,w_distance
1.3039175193149678e+18,117 ST/JAMAICA AV,112
1.304417138516107e+18,SUMMERFIELD ST/WYCKOFF AV,73
1.304448898348857e+18,BROADWAY/LEONARD ST,336
1.3044746867892493e+18,HYLAN BLVD/NELSON AV,270
1.3045494205890335e+18,QUEENS BLVD/63 AV,259
1.3074363379272044e+18,BELL BLVD/42 AV,302
1.3074735423645924e+18,SPRINGFIELD BLVD/107 AV,49
1.3075179323749284e+18,SAINT JOHNS PL/TROY AV,63
1.307526528439125e+18,52 ST/2 AV,151
1.307590389811951e+18,DEAN ST/VANDERBILT AV,192
1.3075949815425925e+18,E 106 ST/1 AV,31
1.3076583637541765e+18,LINDEN PL/35 AV,93
1.307945273388687e+18,FRANKLIN AV/WILLOUGHBY AV,76
1.3079529856865042e+18,LORIMER ST/MEEKER AV,195
1.309456468111337e+18,BOWERY/PRINCE ST,56
1.3094756908797053e+18,LEXINGTON AV/E 102 ST,155
1.3094759980479657e+18,5 AV/W 32 ST,164
1.309481208952817e+18,LEXINGTON AV/E 102 ST,100
1.3094894981944202e+18,E 9 ST/3 AV,76
1.309506029802138e+18,THROOP AV/HART ST,102
1.3095590297373215e+18,GATES AV/LEWIS AV,106
1.309565575952935e+18,GATES AV/LEWIS AV,106
1.3095670174945236e+18,GATES AV/LEWIS AV,106
1.3095680191965747e+18,GATES AV/LEWIS AV,106
1.304556482432499e+18,BOWERY/GRAND ST,123
1.3048883273033341e+18,LIVINGSTON ST/NEVINS ST,136
1.3048933835701366e+18,7 AV/W 25 ST,91
1.3133862332232174e+18,2 AV/E 3 ST,98
1.3134308594288443e+18,FOSTER AV/E 18 ST,349
1.313441654489725e+18,SEAVIEW AV/OLYMPIA BLVD,206
1.3079577883179945e+18,3 AV/E 29 ST,109
1.3079609933235517e+18,9 AV/W 28 ST,198
1.3079627358400202e+18,WATER ST/JOHN ST,218
1.307981424683991e+18,5 AV/W 54 ST,167
1.3079969843167557e+18,BERGEN ST/BUFFALO AV,337
1.3080428214968374e+18,10 AV/W 45 ST,73
1.3080701890757304e+18,ESSEX ST/EAST BROADWAY,104
1.3135878200267464e+18,EAST BROADWAY/MARKET ST,94
1.309569185904747e+18,GATES AV/LEWIS AV,106
1.309578837258278e+18,6 AV/W 45 ST,93
1.309589557119469e+18,ADAM C POWELL BLVD/W 123 ST,142
1.3095949721190333e+18,6 AV/W 45 ST,93
1.3096092679352353e+18,6 AV/W 45 ST,92
1.3097602759852623e+18,MERRICK BLVD/BAISLEY BLVD,550
1.310132633661458e+18,W 145 ST/AMSTERDAM AV,110
1.3101329923871217e+18,FULTON ST/GRAND AV,102
1.3101908533791124e+18,E 9 ST/2 AV,34
1.3102072992751624e+18,AVENUE C/E 6 ST,157
1.3136000269295437e+18,MADISON ST/MARKET ST,58
1.313629691409425e+18,E 96 ST/3 AV,209
1.3136540448638103e+18,2 AV/E 28 ST,30
1.3138313226132365e+18,HALSEY ST/CENTRAL AV,120
1.3138504127643156e+18,MALCOLM X BLVD/W 122 ST,114
1.3138664293332342e+18,FRANKLIN AV/PUTNAM AV,80
1.313873315894375e+18,AMSTERDAM AV/W 145 ST,86
1.310265281936741e+18,9 AV/W 55 ST,190
1.3102924748767726e+18,OCEAN AV/CATON AV,161
1.3103233149349112e+18,E 10 ST/AVENUE B,187
1.3103334635290483e+18,3 AV/E 37 ST,94
1.3108355425454858e+18,3 AV/E 21 ST,50
1.3109294248568474e+18,EASTCHESTER RD/EAST GUN HILL RD,294
1.311012817657837e+18,LEWIS ST/GRAND ST,54
1.3138873703379471e+18,E 24 ST/LEXINGTON AV,160
1.3138877726919424e+18,LINDEN BLVD/VAN WYCK EXPWY,1079
1.3080859780895416e+18,10 AV/W 53 ST,190
1.3080862387722895e+18,EAST HOUSTON ST/CLINTON ST,376
1.3080957577516726e+18,PUTNAM AV/BEDFORD AV,164
1.3081182748760945e+18,6 AV/W 29 ST,167
1.308124757052621e+18,CENTRE ST/GRAND ST,245
1.3081470046900948e+18,LORIMER ST/MONTROSE AV,82
1.308178606830498e+18,MORRIS AV/E 163 ST,190
1.308179300183428e+18,SCHAEFER ST/CENTRAL AV,190
1.3138883452276247e+18,DECATUR ST/CENTRAL AV,76
1.313898436335093e+18,GATES AV/LEWIS AV,106
1.3138992899052454e+18,MANHATTAN AV/W 114 ST,64
1.3139005991243425e+18,GATES AV/LEWIS AV,106
1.313902189955846e+18,GATES AV/LEWIS AV,106
1.313904957732343e+18,GATES AV/LEWIS AV,106
1.3139075587630902e+18,GATES AV/LEWIS AV,106
1.3139088810975002e+18,MONTROSE AV/LORIMER ST,59
1.3139217746225116e+18,7 AV/W 55 ST,147
1.3082269256383007e+18,GREENPOINT AV/MANHATTAN AV,152
1.3082331963817654e+18,GREENPOINT AV/MANHATTAN AV,152
1.3159769816500772e+18,E 55 ST/1 AV,214
1.3160136626750564e+18,BOWERY/GRAND ST,123
1.3160931269461734e+18,ALLEN ST/STANTON ST,80
1.3161405303211287e+18,MANHATTAN AV/W 121 ST,90
1.316175756064755e+18,MYRTLE AV/FOREST AV,323
1.3161767001840387e+18,WYCKOFF AV/HARMAN ST,128
1.3161978660226452e+18,ROCKAWAY PKWY/SHORE PKWY SERVICE RD NORTH,11673
1.316631934780826e+18,LEXINGTON AV/E 86 ST,72
1.3139232919373212e+18,LORIMER ST/TEN EYCK ST,119
1.3139504508871332e+18,W 54 ST/11 AV,4
1.3110391858526006e+18,HILLSIDE AV/166 ST,403
1.3110988748699953e+18,MADISON AV/E 132 ST,180
1.3115364864687887e+18,W 72 ST/AMSTERDAM AV,57
1.3116190352127782e+18,1 AV/E 70 ST,93
1.311689357740272e+18,3 AV/15 ST,353
1.3117177675856358e+18,GATES AV/NOSTRAND AV,204
1.3118519650250836e+18,DREW ST/SUTTER AV,470
1.311895201837759e+18,ALLEN ST/STANTON ST,75
1.311988990788249e+18,2 AV/E 82 ST,156
1.3140558102872353e+18,EAST HOUSTON ST/AV B,174
1.3143710544375242e+18,THROOP AV/DE KALB AV,72
1.3144701860734438e+18,W 50 ST/10 AV,137
1.3144918037063173e+18,8 AV/W  56 ST,112
1.3145255333924925e+18,ATLANTIC AV/90 ST,167
1.314549753852039e+18,2 AV/E 84 ST,63
1.3145550894808538e+18,MANHATTAN AV/W 114 ST,88
1.3123290500520092e+18,VANDERBILT AV/DE KALB AV,158
1.3124213429495798e+18,9 AV/W 52 ST,152
1.3125456047810752e+18,FARMERS BLVD/144 AV,319
1.3125499164980733e+18,CHURCH AV/BROOKLYN AV,267
1.312570839471079e+18,HORACE HARDING EXPWY/PARSONS BLVD,1068
1.3130679287087373e+18,3 AV/E 88 ST,96
1.3131018808360381e+18,MADISON AV/E 74 ST,129
1.313102390068817e+18,21 ST/35 AV,1185
1.3131099428244493e+18,BROOKLYN AV/BERGEN ST,97
1.3166367243094292e+18,6 AV/PRINCE ST,116
1.3166686963693527e+18,E 14 ST/AVENUE B,93
1.316676553522722e+18,W 43 ST/8 AV,244
1.3167083491705124e+18,9 AV/W 46 ST,88
1.3167711048274097e+18,W 106 ST/AMSTERDAM AV,58
1.3169471946931274e+18,ATLANTIC AV/WOODHAVEN BLVD,349
1.3170895418444908e+18,9 ST/7 AV,225
1.317476314700376e+18,21 ST/BROADWAY,1317
1.317760474411072e+18,LAUREL HILL BLVD/58 ST,1038
1.31777164270491e+18,LAUREL HILL BLVD/58 ST,1214
1.3146526293716598e+18,E 170 ST/MORRIS AV,96
1.314666285887992e+18,WESTCHESTER AV/SAINT ANN'S AV,338
1.3146920634159775e+18,FLUSHING AV/EVERGREEN AV,248
1.3147106180356122e+18,WESTCHESTER AV/JACKSON AV,591
1.3147820907186924e+18,FOSTER AV/E 16 ST,80
1.314854424760333e+18,MORRIS AV/E 166 ST,143
1.3149093586456174e+18,5 AV/E 109 ST,78
1.3177765307222513e+18,DRIGGS AV/UNION AV,216
1.3178214892206776e+18,1 AV/E 99 ST,169
1.3179487956469484e+18,NEW YORK AV/ATLANTIC AV,8
1.3180384744723287e+18,W 34 ST/9 AV,4
1.318038812671846e+18,E 57 ST/2 AV,65
1.3180391559888207e+18,E 57 ST/2 AV,65
1.318039459541133e+18,E 57 ST/2 AV,65
1.3149096379746803e+18,E 57 ST/1 AV,199
1.3149101901954918e+18,CENTRAL PARK WEST/W 108 ST,67
1.3152107166564465e+18,3 AV/E 157 ST,347
1.3152196566733898e+18,3 AV/E 60 ST,226
1.3152369811688678e+18,21 ST/35 ST,472
1.315244571825005e+18,5TH AVE / W 48TH ST,121
1.3131225953164454e+18,EAST NEW YORK AV/RALPH AV,21
1.3131515282262595e+18,CATHEDRAL PKWY/COLUMBUS AV,37
1.313156485419306e+18,2 AV/E 78 ST,236
1.3131739564355064e+18,SARATOGA AV/SAINT MARKS AV,77
1.3132382984458726e+18,BOWERY/GRAND ST,123
1.31327549160413e+18,60 LN/SAINT FELIX AV,68
1.3133400922169626e+18,BROADWAY/JEFFERSON ST,49
1.313351484190596e+18,3 AV/E 88 ST,98
1.31811895726895e+18,W 23 ST/10 AV,88
1.318119411467041e+18,8 AV/W  56 ST,223
1.3152448484803922e+18,YORK ST/JAY ST,273
1.318083316561909e+18,E 14 ST/IRVING PL,36
1.3180840076585723e+18,2 AV/E 64 ST,139
1.3180844223899543e+18,E 34 ST /1 AV,31
1.318085057218198e+18,E 34 ST /1 AV,31
1.318085624594588e+18,RIVERSIDE BLVD/W 69 ST,140
1.315245097183942e+18,YORK ST/JAY ST,273
1.315245332784118e+18,W 42 ST/11 AV,43
1.3153086578331994e+18,EAST HOUSTON ST/RIDGE ST,101
1.3181197393618186e+18,WEST HOUSTON ST/SULLIVAN ST,121
1.3181200616060188e+18,3 AV/E 63 ST,110
1.3181204091780713e+18,4 AV/E 13 ST,78
1.3181207268369626e+18,4 AV/E 13 ST,78
1.3153194822768292e+18,KINGSTON AV/PROSPECT PL,144
1.3153270232093932e+18,EAST HOUSTON ST/RIDGE ST,160
1.3153343566913444e+18,MANHATTAN AV/W 106 ST,140
1.3180861204836298e+18,E 23 ST/3 AV,69
1.318086509109743e+18,W 14 ST/6 AV,224
1.3180872640775132e+18,1 AV/E 91 ST,82
1.3180877537412078e+18,1 AV/E 93 ST,99
1.3180881004675707e+18,8 AV/W 12 ST,96
1.3153438988646958e+18,KINGSTON AV/PROSPECT PL,129
1.3181286262102252e+18,W 23 ST/10 AV,88
1.318129134684264e+18,2 AV/E 64 ST,139
1.3181295029488105e+18,W 23 ST/10 AV,88
1.3181299634410532e+18,E 23 ST/3 AV,69
1.318130342610189e+18,7 AV/W 25 ST,95
1.3154250854494136e+18,HOYT AV SOUTH/31 ST,754
1.315506799813443e+18,5 AV/W 132 ST,142
1.3180888611158758e+18,11 ST/JACKSON AV,566
1.31808921794882e+18,3 AV/E 31 ST,135
1.318090844176508e+18,NORTH END AV/WARREN ST,150
1.3180915265658363e+18,NORTH END AV/WARREN ST,150
1.3180919512739827e+18,7 AV/W 25 ST,95
1.3155409492178348e+18,EAST HOUSTON ST/AV B,254
1.3155656991045632e+18,243 ST/WELLER AV,328
1.3181310643541573e+18,4 AV/E 13 ST,1
1.3181314164685537e+18,E 14 ST/IRVING PL,36
1.3181319864169068e+18,4 AV/E 13 ST,1
1.3181323256559987e+18,7 AV/W 25 ST,95
1.3181332564241185e+18,E 34 ST /1 AV,31
1.3156176614424796e+18,2 AV/E 103 ST,82
1.3180926966249592e+18,NORTH END AV/WARREN ST,150
1.3180931697120653e+18,E 34 ST /1 AV,31
1.318094196262685e+18,RIVERSIDE BLVD/W 69 ST,140
1.31809457844623e+18,5 AV/E 77 ST,100
1.3180949240058834e+18,5 AV/E 77 ST,100
1.31570010242926e+18,CONEY ISLAND AV/TURNER PL,365
1.318133857550834e+18,E 34 ST /1 AV,31
1.3181359895509706e+18,AMSTERDAM AV/W 96 ST,104
1.3181363724450524e+18,5 AV/E 77 ST,100
1.3181367664653486e+18,3 AV/E 31 ST,142
1.3158409271402944e+18,W 43 ST/8 AV,221
1.3158721925580403e+18,RODNEY ST/AINSLIE ST,199
1.315878769422056e+18,W 34 ST/9 AV,4
1.3159246662075635e+18,SPRINGFIELD BLVD/130 AV,328
1.3181386406815283e+18,7 AV/W 20 ST,77
1.318139315029901e+18,PEARL ST/FULTON ST,201
1.3181400950123116e+18,PEARL ST/FULTON ST,201
1.3181407278765453e+18,W 23 ST/10 AV,88
1.3181416894384563e+18,METROPOLITAN AV/RODNEY ST,381
1.318096133252484e+18,7 AV/W 20 ST,77
1.3180968953665172e+18,E 14 ST/IRVING PL,36
1.3180978925674412e+18,NORTH END AV/WARREN ST,150
1.3159391907514975e+18,ATLANTIC AV/BOERUM PL,74
1.3159396349818775e+18,ATLANTIC AV/BOERUM PL,74
1.3181420355694277e+18,COLUMBUS AV/W 89 ST,65
1.3181423551746647e+18,AMSTERDAM AV/W 69 ST,125
1.318142962695202e+18,W 23 ST/10 AV,88
1.3181434413268547e+18,3 AV/E 63 ST,110
1.3181513550859656e+18,7 AV/W 25 ST,95
1.3159400563035318e+18,W 96 ST/AMSTERDAM AV,113
1.3159404058588495e+18,E 86 ST/2 AV,135
1.3159409650746575e+18,E 86 ST/2 AV,135
1.3159414611210048e+18,E 86 ST/2 AV,135
1.318098479110754e+18,8 AV/W 31 ST,111
1.3180995784215398e+18,3 AV/E 31 ST,128
1.318099975855322e+18,VANDERBILT AV/ATLANTIC AV,41
1.318100579252743e+18,4 AV/E 13 ST,78
1.3159419347964677e+18,3 AV/E 31 ST,128
1.3181519855751616e+18,E 23 ST/3 AV,69
1.3181523566986813e+18,7 AV/W 25 ST,95
1.318152907851247e+18,4 AV/E 13 ST,1
1.318153219480794e+18,E 14 ST/IRVING PL,36
1.3181537192710428e+18,2 AV/E 64 ST,139
1.3159693803415311e+18,E 32 ST/5 AV,70
1.3159698982979697e+18,E 32 ST/5 AV,70
1.315970336409079e+18,E 32 ST/5 AV,70
1.3159707494846244e+18,E 32 ST/5 AV,70
1.3181009256351846e+18,W 54 ST/11 AV,4
1.3181013059239258e+18,RODNEY ST/AINSLIE ST,199
1.3181018693555338e+18,2 AV/E 95 ST,266
1.3181060835043287e+18,E 23 ST/3 AV,69
1.318106415889167e+18,2 AV/E 64 ST,139
1.3159711589108434e+18,E 32 ST/5 AV,70
1.3159716484280863e+18,EAST HOUSTON ST/2 AV,89
1.3181541219380685e+18,28 ST/QUEENS PLAZA SOUTH,135
1.3181548492644844e+18,E 14 ST/IRVING PL,36
1.3181553540440271e+18,7 AV/W 25 ST,95
1.3181558740178038e+18,RIVERSIDE BLVD/W 69 ST,140
1.3181574383279025e+18,5 AV/E 77 ST,100
1.3159721071791473e+18,EAST HOUSTON ST/2 AV,89
1.3159725081346627e+18,EAST HOUSTON ST/NORFOLK ST,48
1.315973187227035e+18,E 32 ST/5 AV,70
1.315973657747267e+18,E 32 ST/5 AV,70
1.3181577607446666e+18,E 23 ST/3 AV,69
1.3181582138521336e+18,E 23 ST/3 AV,69
1.3181585627142193e+18,5 AV/E 77 ST,100
1.3181589062122665e+18,7 AV/W 20 ST,77
1.315974096422434e+18,E 23 ST/3 AV,5
1.3181067214580045e+18,2 AV/E 64 ST,139
1.3181070727463035e+18,7 AV/W 25 ST,95
1.3181076731234698e+18,7 AV/W 25 ST,95
1.3181082843716488e+18,E 23 ST/3 AV,69
1.3181086398716964e+18,NORTH END AV/WARREN ST,150
1.3192265900008655e+18,BROADWAY/JEFFERSON AV,186
1.3195559226656868e+18,48 ST/GREENPOINT AV,12
1.3195692158993403e+18,21 ST/30 AV,115
1.3181595477019497e+18,W 23 ST/10 AV,88
1.3181601958884813e+18,CENTRAL PARK SOUTH/6 AV,326
1.3181612242275717e+18,W 23 ST/10 AV,88
1.3181621280514388e+18,W 18 ST/10 AV,217
1.3197602326728172e+18,BOWERY/CANAL ST,244
1.3181091814473656e+18,4 AV/E 13 ST,1
1.318109482196566e+18,NORTH END AV/WARREN ST,150
1.3181099943270597e+18,NORTH END AV/WARREN ST,150
1.318110489094937e+18,4 AV/E 13 ST,1
1.318110808401266e+18,NORTH END AV/WARREN ST,150
1.3198288221697656e+18,ROGERS AV/PARK PL,98
1.320192903104387e+18,WYCKOFF AV/DE KALB AV,114
1.320243299566592e+18,3 AV/E 17 ST,117
1.3181112691551483e+18,E 34 ST /1 AV,31
1.3181119390434458e+18,RIVERSIDE BLVD/W 69 ST,140
1.3181122925857055e+18,RIVERSIDE BLVD/W 69 ST,140
1.3181126917307684e+18,NORTH END AV/WARREN ST,150
1.3181131928407478e+18,E 23 ST/3 AV,69
1.31816361993924e+18,EAST HOUSTON ST/MOTT ST,193
1.3181639863049923e+18,3 AV/E 31 ST,128
1.318164459980695e+18,W 54 ST/11 AV,4
1.3181813350647665e+18,1 AV/E 62 ST,79
1.3182167887165668e+18,UTICA AV/PROSPECT PL,77
1.3182264132664297e+18,UTICA AV/PROSPECT PL,77
1.3203402819328105e+18,CROTONA AV/E 187 ST,315
1.320409769902056e+18,SANFORD AV/MAIN ST,108
1.3206536222176714e+18,BORINQUEN PL/S 1 ST,205
1.3206886452158044e+18,WILSON AV/HALSEY ST,87
1.3181136159961083e+18,W 23 ST/10 AV,88
1.3181143021189878e+18,W 23 ST/10 AV,88
1.3181149262975562e+18,5 AV/E 77 ST,100
1.3181152252603958e+18,E 34 ST /1 AV,31
1.3181158538592023e+18,7 AV/W 20 ST,77
1.3208993422417633e+18,3 AV/E 31 ST,135
1.3209927091684524e+18,8 AV/W 31 ST,158
1.3210158010903388e+18,UTICA AV/PROSPECT PL,77
1.3210191274991885e+18,UTICA AV/PROSPECT PL,77
1.3210221595951145e+18,UTICA AV/PROSPECT PL,77
1.3210274259091996e+18,UTICA AV/PROSPECT PL,77
1.3210318827637455e+18,UTICA AV/PROSPECT PL,77
1.318116449902612e+18,COURT ST/SCHERMERHORN ST,376
1.3181168707450033e+18,COURT ST/SCHERMERHORN ST,376
1.318117481722272e+18,6 AV/W 45 ST,93
1.3181178882528707e+18,COLUMBUS AV/W 89 ST,65
1.327003285295294e+18,E 10 ST/AVENUE B,207
1.327032534577083e+18,FLATBUSH AV/AVENUE K,361
1.3210330891665293e+18,UTICA AV/PROSPECT PL,77
1.3210347596386301e+18,UTICA AV/PROSPECT PL,77
1.3210368250504282e+18,UTICA AV/PROSPECT PL,77
1.3182558843808835e+18,BROADWAY/W 170 ST,211
1.3182610473217638e+18,W 42 ST/5 AV,188
1.3182833265214822e+18,3 AV/E 45 ST,85
1.3183438015063363e+18,W 44 ST/6 AV,150
1.318351786056352e+18,5 AV/W 44 ST,5
1.3183579731966193e+18,LINDEN BLVD/VAN WYCK EXPWY,1285
1.3183889723419988e+18,TROY AV/EASTERN PKWY,141
1.3184030221805788e+18,LINDEN BLVD/230 ST,274
1.318470838945355e+18,NEW YORK AV/LINDEN BLVD,211
1.3184990366555512e+18,EUCLID AV/BLAKE AV,108
1.31850732570518e+18,EUCLID AV/BLAKE AV,108
1.3212221725352548e+18,ROCKAWAY AV/FULTON ST,32
1.3212262096785572e+18,7 AV/LINCOLN PL,247
1.3212304922223224e+18,REMSEN AV/DITMAS AV,287
1.3212700012442289e+18,LINDEN BLVD/ROCKAWAY PKWY,535
1.3212771503581663e+18,MADISON AV/E 129 ST,136
1.3213039174797716e+18,MERRICK BLVD/169 PL,519
1.3213234795040315e+18,DEAN ST/KINGSTON AV,54
1.3185076886923768e+18,W 72 ST/COLUMBUS AV,238
1.3185089781985836e+18,CLARKSON AV/BEDFORD AV,148
1.318510556447793e+18,EUCLID AV/BLAKE AV,108
1.318513028126369e+18,EUCLID AV/BLAKE AV,108
1.3187401344067996e+18,MARCY AV/S 4 ST,70
1.3187929599582705e+18,8 AV/W 12 ST,96
1.3188156291911657e+18,MADISON AV/E 37 ST,212
1.3188386232301356e+18,NASSAU AV/MONITOR ST,77
1.3275398839584502e+18,GRAND ST/FDR DRIVE,161
1.327621291124719e+18,FREDERICK DOUGLASS BLVD/114 ST,62
1.3276289463862228e+18,INDEPENDENCE AV/W 237 ST,1025
1.3276384612266191e+18,HOYT AV/31 ST,965
1.3276584985537098e+18,W 106 ST/COLUMBUS AV,54
1.3276727239690033e+18,COLUMBUS AV/W 108 ST,79
1.3277037647644751e+18,62 DR/YELLOWSTONE BLVD,264
1.3278003380465183e+18,BELL BLVD/33 RD,363
1.3282468307276168e+18,W 50 ST/10 AV,71
1.3282679818420137e+18,W 49 ST/9 AV,288
1.3282717799435136e+18,WEST HOUSTON ST/LAGUARDIA PL,348
1.3213640845731008e+18,BRUCKNER BLVD/JARVIS AV,217
1.3215776622619075e+18,SPRINGFIELD BLVD/130 AV,328
1.3219289597231724e+18,NOSTRAND AV/PROSPECT PL,156
1.3220432317418875e+18,EUCLID AV/BLAKE AV,107
1.3220471999058806e+18,EUCLID AV/BLAKE AV,107
1.3225549785413307e+18,101 ST/31 AV,437
1.3189290144739822e+18,BOWERY/GRAND ST,123
1.3190156813806694e+18,BROADWAY/W 89 ST,75
1.3190226745121119e+18,FLUSHING AV/KENT  AV,70
1.3190227758632333e+18,FLUSHING AV/BEDFORD AV,90
1.3190229349843044e+18,FLUSHING AV/KENT  AV,62
1.319078032714536e+18,E 106 ST/1 AV,184
1.3313281488350853e+18,CASTLE HILL AV/TURNBULL AV,77
1.3313584229027095e+18,LAUREL HILL BLVD/58 ST,952
1.3225612243372255e+18,RIVERSIDE DR/W 97 ST,33
1.3232111712921316e+18,CLEVELAND  PL/SPRING ST,120
1.3283873086651223e+18,EAST HOUSTON ST/FORSYTH ST,228
1.328389210503109e+18,2 AV/E 28 ST,54
1.3283971683874191e+18,AMSTERDAM AV/W 145 ST,86
1.3284133346841574e+18,ROEBLING ST/GRAND ST,222
1.3284610122129964e+18,GREENPOINT AV/GALE AV,106
1.3284911243823424e+18,9 AV/W 52 ST,66
1.3284957536277076e+18,9 AV/W 52 ST,95
1.3285770716110241e+18,GATES AV/TOMPKINS AV,44
1.3288781006892237e+18,10 AV/W 27 ST,171
1.3289835616414062e+18,W 49 ST/7 AV,17
1.3290010045229432e+18,KINGS HWY/E 29 ST,67
1.3232598780550456e+18,EASTERN PKWY/UTICA AV,1
1.3232889958178982e+18,BOWERY/KENMARE ST,10
1.3232981019342438e+18,WEST HOUSTON ST/SULLIVAN ST,52
1.3233046603030682e+18,BOWERY/KENMARE ST,68
1.323477990710404e+18,FARMERS BLVD/143 RD,264
1.3234877264950595e+18,BROOKLYN-QUEENS EXPWY/47 ST,139
1.3313860254714575e+18,MYRTLE AV/MENAHAN ST,124
1.331510015677419e+18,99/CHRISTIE AV,329
1.331537410605213e+18,SOUTH CONDUIT AV/231 ST,446
1.3315545752751337e+18,MADISON AV/E 129 ST,102
1.3315612574528955e+18,E 106 ST/1 AV,60
1.3319815162368645e+18,GATES AV/CENTRAL AV,391
1.3320263728271455e+18,MALCOLM X BLVD/W 125 ST,103
1.3320888513375944e+18,E 14 ST/AVENUE C,167
1.3322033064888507e+18,NOSTRAND AV/TILDEN AV,113
1.3322221577277742e+18,VICTORY BLVD/WOODSTOCK AV,286
1.3235965651523889e+18,FLUSHING AV/EVERGREEN AV,228
1.3239117154762007e+18,E 50 ST/2 AV,15
1.3241261559427177e+18,1 AV/E 17 ST,125
1.324196587232499e+18,E 180 ST/ARTHUR AV,194
1.324892554089695e+18,MAIN ST/58 RD,615
1.3290239071166636e+18,SPRINGFIELD BLVD/SPRINGFIELD LN,467
1.3290617532669932e+18,RALPH AV/BAINBRIDGE ST,144
1.3290737824104573e+18,GATES AV/BEDFORD AV,145
1.3291240048216868e+18,EAST TREMONT AV/MILES AV,223
1.3291329835810115e+18,WYCKOFF AV/HIMROD ST,200
1.3291560797368993e+18,9 AV/W 52 ST,78
1.3291785301143117e+18,46 AV/163 ST,296
1.3292000467931471e+18,EAST NEW YORK AV/ALBANY AV,251
1.329218591028594e+18,GATES AV/EVERGREEN AV,200
1.3292329284954168e+18,SAINT JOHNS PL/BEDFORD AV,36
1.3292418801268342e+18,GRAHAM AV/SEIGEL ST,63
1.3249016184302802e+18,MAIN ST/58 RD,263
1.324905762308381e+18,HORACE HARDING EXPWY/148 ST,511
1.3252404289140073e+18,EAST HOUSTON ST/CLINTON ST,235
1.3252479989885274e+18,3 AV/E 47 ST,70
1.3253536668143017e+18,LIVINGSTON ST/NEVINS ST,137
1.3322697674748946e+18,JOHNSON AV/HUMBOLDT ST,128
1.3323109188818168e+18,3 AV/E 72 ST,49
1.3326185670606543e+18,3 AV/15 ST,250
1.332666494586594e+18,21 ST/38 AV,435
1.3328235067182362e+18,NASSAU AV/HUMBOLDT ST,155
1.332889831349518e+18,BETHUNE ST/GREENWICH ST,133
1.332922746745732e+18,238 ST/121 AV,1153
1.3329573743167977e+18,SAINT MARKS PL/HYATT ST,305
1.3329613860511532e+18,KENT AV/N 12 ST,68
1.3332686754388352e+18,8 AV/W 39 ST,104
1.3253541492855396e+18,KENT AV/METROPOLITAN AV,35
1.325359920175203e+18,18 AV/OCEAN PKWY,351
1.329252176809884e+18,MESEROLE ST/GRAHAM AV,137
1.3292535601470766e+18,LINDEN BLVD/VAN WYCK EXPWY,1046
1.3292700941499802e+18,BROADWAY/MYRTLE AV,122
1.329305163271198e+18,MYRTLE AV/FOREST AV,125
1.3293088754676936e+18,6 AV/W 3 ST,206
1.3296829316807616e+18,W 14 ST/7 AV,48
1.3296875171583434e+18,RIVERSIDE DR/W 94 ST,375
1.329702366325398e+18,PARK AV SOUTH/E 18 ST,148
1.3253666185947282e+18,MANHATTAN AV/CALYER ST,217
1.3254166223680735e+18,FREDERICK DOUGLASS BLVD/W 127 ST,82
1.3254246077002862e+18,W 125 ST/FREDERICK DOUGLASS BLVD,226
1.325427459648252e+18,FREDERICK DOUGLASS BLVD/W 127 ST,80
1.3254641234443062e+18,3 AV/E 104 ST,108
1.3254708864798845e+18,7 AV/UNION ST,160
1.3254768769479434e+18,BOWERY/GRAND ST,123
1.3254942634811564e+18,W 31 ST/6 AV,147
1.3254963082103383e+18,ARDEN AV/ROLLING HILL GREEN,598
1.3297044386775826e+18,BROADWAY/CATHEDRAL PKWY,58
1.3297968754730609e+18,GATES AV/EVERGREEN AV,200
1.3298052395657572e+18,PARK ROW/BEEKMAN ST,105
1.329820304712321e+18,GATES AV/EVERGREEN AV,200
1.3298291743591954e+18,GATES AV/EVERGREEN AV,200
1.3298375222438006e+18,BETHUNE ST/GREENWICH ST,186
1.3298376946787302e+18,GATES AV/EVERGREEN AV,200
1.329844199114065e+18,GATES AV/EVERGREEN AV,200
1.3298509952108442e+18,GATES AV/EVERGREEN AV,200
1.3333356935240832e+18,McGUINNESS BLVD/FREEMAN ST,77
1.3333965141057748e+18,EAST NEW YORK AV/E 92 ST,107
1.3334003451916014e+18,ASTORIA BLVD/STEINWAY ST,484
1.33346556559831e+18,MERRICK BLVD/242 ST,342
1.3334890280911562e+18,LEXINGTON AV/E 31 ST,92
1.333504568352496e+18,8 AV/W 31 ST,158
1.3335167177515103e+18,BRONXWOOD AV/E 222 ST,178
1.3335251132731704e+18,LEXINGTON AV/E 31 ST,70
1.3335474617827958e+18,ADAM C POWELL BLVD/W 122 ST,59
1.3336023315476206e+18,UTICA AV/AVENUE M,126
1.3336119455374395e+18,5 AV/42 ST,192
1.325520876512896e+18,WOODROW RD/DELMAR AV,349
1.3255346475953362e+18,FLATBUSH AV/AVENUE K,354
1.3255463946748854e+18,FLATBUSH AV/AVENUE K,257
1.3255859105122565e+18,LINDEN BLVD/SUTPHIN BLVD,415
1.3256802041280282e+18,CHURCH AV/ROGERS AV,124
1.325889190039002e+18,GLENWOOD RD/NOSTRAND AV,26
1.326061500346915e+18,FRANCIS LEWIS BLVD/147 DR,288
1.326074013593091e+18,9 AV/W 46 ST,113
