숙소id,공항,자동차거리(m)
49364284,LGA,15513
49367371,LGA,14510
49377270,LGA,12989
49377278,LGA,12989
49701947,LGA,14556
49702148,LGA,14990
49702711,LGA,17307
49487853,LGA,18700
49491879,LGA,12501
49512718,LGA,14052
49524149,LGA,22381
49528207,LGA,18952
49705160,LGA,12869
49705923,LGA,14003
49707129,LGA,12442
49708212,LGA,13456
49378714,LGA,17063
49380403,LGA,16796
49384376,LGA,13761
49388478,LGA,14169
49391040,LGA,13755
49532423,LGA,10231
49533981,LGA,19251
49534641,LGA,14134
49535251,LGA,10972
49538059,LGA,18535
49713396,LGA,13677
49713996,LGA,18110
49716213,JFK,15413
49551756,LGA,19474
49563078,LGA,14827
49563531,LGA,13894
49730558,LGA,14952
49733510,LGA,12438
49809595,LGA,5551
49811796,JFK,10568
49813829,JFK,6843
49814851,JFK,10557
49815039,LGA,14719
49834604,LGA,10799
49835977,LGA,19105
49733992,LGA,11974
49734537,JFK,24381
49735553,LGA,13036
49738307,LGA,15772
49567184,LGA,11632
49568874,LGA,13971
49579941,LGA,13785
49584983,LGA,15338
49752230,LGA,7695
49752320,LGA,12639
49754187,LGA,11807
49840515,LGA,15406
49856007,LGA,12347
49860773,LGA,12311
49756756,LGA,11184
49767880,LGA,18137
49590996,LGA,12572
49591825,EWR,24534
49593677,LGA,15750
49596032,LGA,15761
49607441,LGA,17162
50032602,LGA,15335
49770362,JFK,9914
49770554,JFK,24243
49770573,LGA,13338
49771515,LGA,14479
49861555,JFK,11311
49863599,LGA,16630
49871065,LGA,13276
49872358,LGA,14142
49873851,EWR,24671
49877263,LGA,14804
49775120,LGA,10654
49776485,LGA,22491
49777208,JFK,15525
50034823,LGA,15256
50044566,LGA,15654
50045106,LGA,13332
50046726,LGA,12662
50047337,LGA,15479
50048410,JFK,25645
50051141,EWR,21531
50053083,JFK,8278
49779563,LGA,11026
49792300,LGA,15991
49792328,LGA,16472
49881509,LGA,10294
49895566,LGA,12609
49899440,LGA,7383
49901647,LGA,17391
49902236,LGA,12416
49906500,LGA,13211
50229513,LGA,8660
50054553,LGA,18608
50056629,EWR,25916
50060985,LGA,15064
50067437,LGA,14668
50070357,LGA,14447
50070650,LGA,12612
50084513,LGA,19658
50230523,LGA,10882
49910031,JFK,12750
49910561,LGA,14571
49916027,LGA,15112
49920227,LGA,12886
49921619,LGA,12836
49923953,LGA,12626
49926303,EWR,25616
49926780,LGA,25237
50231445,LGA,12279
50232312,LGA,11486
50240781,LGA,12149
50087383,LGA,15500
50102924,LGA,16545
50243854,LGA,19608
49927058,LGA,10070
49927153,LGA,8289
49931452,LGA,12517
49934233,LGA,12076
49938794,LGA,11601
49942554,LGA,14128
50245157,LGA,12540
50257676,JFK,18751
50260476,LGA,15610
49946463,LGA,15022
49949577,LGA,10818
49951454,LGA,12473
49951702,LGA,16101
49958366,LGA,16282
50273161,LGA,14180
50105157,LGA,19526
50105297,LGA,16049
50106057,JFK,9167
50114549,LGA,14209
50114718,LGA,11088
50115342,LGA,25098
50116921,LGA,12997
50126048,JFK,10048
50282803,LGA,11375
50287920,LGA,11906
50288333,LGA,14779
50288716,LGA,14261
50288808,LGA,10488
49964381,LGA,11785
49968296,LGA,17994
49978761,LGA,10602
49980221,EWR,24572
49980476,LGA,4509
49986878,JFK,16767
49987009,LGA,22761
49987096,LGA,15687
50291345,LGA,15516
50307683,LGA,13146
50309122,LGA,14599
50309369,LGA,12286
50132114,LGA,12791
50132200,LGA,12106
50133133,LGA,15702
50133389,LGA,15696
50133987,JFK,21471
50136462,LGA,5489
50145063,LGA,5642
50147460,LGA,14130
50310472,LGA,15276
50323999,JFK,17584
50325603,LGA,12696
50148604,LGA,13211
50152840,LGA,10291
50154380,LGA,15889
50154480,LGA,12612
50165885,LGA,15078
49996255,LGA,11489
50000106,LGA,14423
50001583,LGA,15577
50005702,LGA,15588
50012899,LGA,7309
50014718,LGA,13123
50017683,JFK,13466
50027063,LGA,13026
50335735,LGA,15332
50338291,LGA,14977
50348283,LGA,14646
50348687,JFK,17541
50350784,LGA,6850
50357364,LGA,14997
50421355,LGA,13548
50423127,JFK,13380
50427075,LGA,17613
50434100,JFK,25643
50437750,LGA,20779
50438495,LGA,13652
50169444,LGA,16393
50170583,LGA,17850
50172690,LGA,17408
50177212,LGA,2096
50181296,LGA,11704
50184806,LGA,24294
50197398,LGA,14166
50357770,EWR,36473
50357851,LGA,22443
50359042,LGA,12137
50361433,LGA,11446
50197603,LGA,13443
50210952,LGA,15853
50213868,LGA,10487
50363428,LGA,12064
50439191,LGA,10679
50439347,JFK,9538
50444487,LGA,13723
50444902,LGA,13819
50447076,JFK,23983
50448458,LGA,8128
50373097,LGA,10750
50373395,LGA,18336
50377243,LGA,13145
50379952,LGA,22200
50217850,LGA,15295
50218172,LGA,18125
50218259,LGA,14481
50229406,JFK,9391
50634330,LGA,15062
50634369,LGA,15108
50634986,LGA,14091
50380856,LGA,1363
50381056,LGA,19886
50454030,LGA,15754
50455183,LGA,18703
50464753,LGA,4602
50464835,LGA,4616
50467092,LGA,4041
50473264,LGA,13602
50475919,LGA,11182
50476420,LGA,12741
50480214,LGA,15915
50382110,LGA,15392
50394984,LGA,15533
50398446,LGA,15765
50403442,LGA,12960
50403831,EWR,35632
50636537,LGA,14211
50637542,JFK,11584
50638762,JFK,22296
50639364,JFK,5979
50640505,LGA,14871
50643073,LGA,12018
50643599,LGA,3451
50488088,LGA,13938
50490000,JFK,23724
50490073,LGA,13558
50490369,LGA,14200
50496178,LGA,22184
50497636,LGA,22888
50403963,LGA,13124
50408339,LGA,11174
50416793,LGA,14424
50416941,LGA,16455
50654283,LGA,18609
50654386,LGA,10529
50657075,LGA,16242
50657826,JFK,12172
50526392,LGA,3287
50535149,LGA,14969
50535731,LGA,13287
50540716,JFK,11466
50788937,LGA,13295
50793014,LGA,15346
50793849,EWR,36367
50661588,LGA,17307
50669306,LGA,15481
50672817,JFK,24574
50673172,LGA,15226
50675195,LGA,15516
50679257,LGA,13175
50681515,EWR,37509
50795444,LGA,15298
50545664,JFK,15697
50546202,LGA,15702
50547429,LGA,12616
50549001,LGA,12284
50550783,LGA,11218
50551102,LGA,11783
50795818,LGA,23571
50797765,LGA,18575
50802956,LGA,10940
50806836,LGA,25406
50807495,LGA,14239
50684236,LGA,22983
50685019,LGA,21732
50685274,LGA,22853
50687637,LGA,10817
50692596,LGA,13437
50697485,LGA,11722
50698344,LGA,13946
50698997,LGA,19982
50552044,LGA,11409
50552494,LGA,10963
50552681,LGA,11140
50552859,LGA,10977
50554478,LGA,29757
50564872,LGA,13091
50808284,LGA,14413
50809342,LGA,11868
50813895,LGA,9905
50822826,LGA,24563
50826322,LGA,14797
50831816,LGA,9143
50699494,JFK,4690
50701850,LGA,14775
50702408,LGA,14787
50702550,LGA,14787
50704666,LGA,19875
50706815,LGA,14795
50706878,LGA,3780
50707891,LGA,14180
50568691,LGA,13687
50574468,LGA,10336
50575615,JFK,8578
50583386,LGA,22108
50586925,LGA,3098
50588332,LGA,20085
50593578,LGA,14733
50593873,LGA,15310
50594529,JFK,16502
50595710,LGA,5344
50596016,LGA,10430
50831853,LGA,6885
50833394,LGA,19540
50840675,LGA,19900
50844104,LGA,23768
50850599,LGA,14972
50851753,LGA,4363
50614701,LGA,14819
50619651,LGA,14787
50622095,LGA,15346
50623654,LGA,12925
50634288,LGA,14971
51001407,JFK,6586
50709185,LGA,25275
50710947,LGA,12637
50720125,JFK,9839
50724280,LGA,13716
50728845,LGA,12479
50729758,JFK,16206
50731544,LGA,14469
50853546,JFK,9620
50854532,LGA,15516
50862774,LGA,25654
50866798,LGA,11764
50740601,LGA,14317
50743177,LGA,12072
50744270,LGA,14178
50744441,LGA,13800
50745200,JFK,24487
50749649,LGA,11417
51001908,LGA,12376
51001957,LGA,8700
51003836,LGA,10214
51008529,LGA,14334
51008582,LGA,13332
51013625,LGA,13250
50871220,LGA,14844
50873910,LGA,15148
50874018,LGA,14542
50755431,LGA,15947
50755857,LGA,11582
50762178,LGA,13207
50764841,LGA,30473
50769055,LGA,14525
50874085,LGA,18536
51014536,LGA,12877
51019131,LGA,14787
51023350,LGA,15372
51023989,LGA,11141
51023991,LGA,11307
51024266,LGA,15938
51025107,LGA,21366
50875290,LGA,7269
50875520,LGA,23709
50877802,LGA,12786
50879115,LGA,11767
50769070,LGA,14276
50775933,LGA,14187
50778696,LGA,15894
50782009,EWR,32531
51227641,LGA,12590
51228351,LGA,13262
50888320,LGA,15320
50890282,LGA,18237
51035025,LGA,21501
51037782,LGA,14856
51040846,LGA,11859
51042544,EWR,31933
51045369,LGA,15684
51058734,LGA,14556
51059180,LGA,13692
50892818,JFK,15149
50897694,LGA,14669
50898831,LGA,15880
50899124,LGA,15757
51230660,LGA,14681
51232872,LGA,3632
51233737,LGA,14911
51235989,LGA,14595
51241506,LGA,13654
51243376,LGA,22544
51246356,LGA,13757
51248654,LGA,18645
50900377,LGA,19017
51059798,LGA,13469
51061698,LGA,20392
51064101,LGA,22410
51064493,LGA,10291
51068516,LGA,18101
50912283,LGA,16778
50913395,LGA,14534
50918485,LGA,18741
50921324,LGA,11929
50925457,LGA,12232
51081964,LGA,16476
51083869,LGA,21617
51101034,LGA,16084
51109929,JFK,18325
51119388,LGA,5732
51121141,LGA,14111
51251317,LGA,10310
51257815,LGA,15959
51260918,LGA,12980
51262232,LGA,11361
51262978,LGA,15203
51263392,EWR,24466
51265152,LGA,20735
51265207,LGA,15075
50925570,LGA,15297
50942618,LGA,15638
51265906,LGA,15690
51267133,LGA,3571
50943154,LGA,8590
51143643,LGA,15063
51143675,LGA,23963
51145379,LGA,10304
51149917,LGA,11944
51150521,LGA,13187
50953084,LGA,15246
50957892,LGA,10817
50958541,LGA,13959
50961550,LGA,11528
50971404,LGA,17880
50975371,JFK,7791
51165082,LGA,12675
51166991,LGA,13469
51169564,LGA,12508
51174632,EWR,19266
51175460,LGA,13553
51175938,EWR,20303
51176539,LGA,19033
51279306,LGA,11640
51279896,LGA,11267
51281056,LGA,13183
51283129,LGA,13550
51286547,LGA,25532
51290734,LGA,8605
50977430,LGA,15142
50982593,LGA,15078
50982601,LGA,13484
50991222,LGA,21119
50992996,LGA,11839
51305818,LGA,24873
51306036,LGA,12869
51307052,LGA,19163
51321125,LGA,18152
51321191,LGA,11657
51327110,LGA,15639
50994682,LGA,18916
50998578,LGA,19166
51000097,LGA,15751
51195082,JFK,17914
51195659,LGA,15415
51196272,LGA,15675
51196476,LGA,14958
51197475,LGA,2455
51198851,LGA,17430
51205263,LGA,2275
51421349,LGA,9620
51345893,EWR,16588
51346279,LGA,13408
51350836,LGA,11573
51356492,LGA,13695
51429497,LGA,8891
51434147,LGA,13263
51439915,LGA,16149
51441187,JFK,5536
51205592,LGA,10118
51211344,LGA,22149
51212669,LGA,15717
51215712,LGA,21069
51226268,LGA,10334
51444991,LGA,16387
51445783,LGA,17293
51447515,LGA,13440
51449212,LGA,23951
51357616,LGA,1855
51358202,LGA,22475
51361023,LGA,12039
51363890,EWR,24296
51364003,LGA,20518
51367149,LGA,15613
51383927,LGA,13629
51386433,JFK,11029
51387550,LGA,11753
51450548,LGA,20265
51623333,LGA,22066
51636415,JFK,11292
51637875,LGA,15501
51639195,LGA,23191
51639443,LGA,21689
51639873,LGA,15034
51640258,LGA,21491
51451368,LGA,13468
51454723,EWR,31341
51455566,LGA,11238
51455941,LGA,11325
51455950,LGA,11702
51461593,LGA,17106
51387723,LGA,24276
51389174,JFK,6447
51391054,LGA,8261
51391555,LGA,24820
51402678,LGA,11182
51407096,EWR,24694
51464250,JFK,9668
51465312,LGA,11301
51466826,LGA,23015
51467306,EWR,31302
51653479,LGA,20697
51662471,LGA,14988
51664307,LGA,13455
51664813,LGA,22268
51667245,LGA,22253
51670402,LGA,25409
51670813,LGA,15501
51470664,LGA,6017
51471374,LGA,11040
51471445,LGA,12766
51411254,LGA,14957
51411625,LGA,2088
51782007,LGA,15027
51783037,EWR,36222
51789106,LGA,14623
51791648,LGA,12272
51791962,LGA,12009
51482510,LGA,13328
51483825,LGA,12579
51485535,LGA,11735
51486881,LGA,20662
51487553,LGA,11405
51493315,LGA,11909
51670947,LGA,15501
51680457,LGA,20296
51682883,LGA,14720
51684534,LGA,15554
51685104,JFK,24164
51685477,LGA,21927
51691170,JFK,18219
51699905,LGA,12599
51494382,LGA,12379
51498194,LGA,15947
51503294,LGA,13443
51792172,LGA,12202
51793102,JFK,9040
51796945,LGA,13765
51799070,LGA,14581
51804543,JFK,15386
51804585,EWR,18380
51818793,LGA,21752
51825274,LGA,14874
51826933,LGA,12755
51702923,LGA,11937
51704149,LGA,12877
51709109,LGA,17422
51507287,LGA,16079
51509581,LGA,16056
51517634,LGA,15246
51519926,LGA,18925
51714960,LGA,12462
51715178,LGA,12462
51715205,LGA,12239
51720274,LGA,12501
51721119,LGA,12599
51721133,LGA,12501
51519947,LGA,23835
51826952,LGA,14549
51827299,LGA,1150
51828187,LGA,3927
51836707,LGA,12969
51839530,LGA,15900
51840664,LGA,12921
51862472,LGA,14291
51863390,LGA,7371
51522141,LGA,13725
51534246,LGA,13577
51534404,LGA,4723
51538601,LGA,14304
51539646,LGA,13410
51542838,LGA,6848
51866726,LGA,15786
51868126,LGA,11937
51868685,LGA,9508
51868745,LGA,9456
51868809,LGA,9401
51870855,LGA,15351
51724883,LGA,15649
51725222,LGA,15649
51726180,LGA,11763
51726376,LGA,7721
51727396,LGA,13563
51560696,LGA,14258
51561670,LGA,14883
51565221,JFK,6522
51888947,LGA,8940
51888990,LGA,9394
51889016,LGA,9508
51570734,LGA,15439
51734038,LGA,7493
51735848,LGA,12813
51740604,LGA,12232
51740739,LGA,13190
51742352,LGA,7060
51744329,JFK,15125
51745454,LGA,12580
51575637,LGA,12840
51580102,LGA,11436
51582710,LGA,13443
51889577,LGA,9489
51889674,LGA,9147
51905886,LGA,16976
51585959,EWR,15805
51592852,LGA,15061
51753768,LGA,14738
51755775,LGA,20760
51762694,LGA,19857
51764436,LGA,15436
51764485,LGA,18970
51765447,LGA,19994
51603968,LGA,13831
51608080,LGA,21195
51608497,EWR,15948
51610857,LGA,12599
51768775,LGA,21205
51772649,LGA,14084
51774310,JFK,25543
51613018,LGA,13021
51614134,JFK,15737
51907134,LGA,14816
51907246,LGA,15018
51907281,LGA,14792
51907377,LGA,15018
51913352,LGA,14596
51915213,JFK,11038
51917088,LGA,19180
51917224,LGA,13380
51615709,LGA,15694
51619252,JFK,24803
51619634,LGA,15135
51619751,JFK,21976
51620955,LGA,17506
51621362,LGA,18741
51621583,LGA,14551
51777608,LGA,29404
51781289,LGA,12211
51961227,LGA,14291
51977461,LGA,18560
51978202,JFK,13293
51621590,LGA,17515
51621735,LGA,17398
51621907,LGA,16628
51622613,LGA,15288
51920836,LGA,25363
51927775,LGA,7271
51927795,LGA,14122
51929057,LGA,13880
51933590,LGA,17251
51934249,LGA,15179
51939606,LGA,16667
51940555,LGA,14265
51622736,LGA,15434
52169355,LGA,6487
52169754,LGA,16459
51980527,JFK,23272
51980770,LGA,11121
51980852,JFK,18446
51985589,LGA,10193
51986202,LGA,10341
51987241,LGA,15553
51987334,JFK,20025
52169805,LGA,15798
51945222,LGA,14821
51945257,JFK,18530
51948208,LGA,2240
51950079,LGA,12172
51955482,LGA,10856
51956352,LGA,8132
52169886,LGA,16682
52170063,LGA,15865
52170623,LGA,15249
52172527,LGA,15018
52172540,LGA,15018
52172548,LGA,15018
51957818,LGA,6694
51960731,JFK,14477
52354591,LGA,2304
52360862,JFK,13851
52365494,LGA,10856
52365660,LGA,26417
52366169,LGA,22378
52001672,LGA,14820
52002141,LGA,13650
52009700,LGA,15018
52011240,LGA,2823
52013393,JFK,6470
52019272,LGA,15254
52021432,LGA,15879
52025707,LGA,15557
52184522,LGA,15061
52188420,LGA,14375
52367339,JFK,13822
52367668,LGA,11222
52368136,JFK,13648
52368832,JFK,13790
52368962,LGA,17006
52369054,JFK,13822
52372037,LGA,16966
52372247,LGA,11607
52190454,LGA,18967
52191839,LGA,28938
52194261,LGA,8005
52026028,LGA,16629
52031750,LGA,15765
52039176,LGA,15552
52041617,LGA,15674
52059533,LGA,20566
52060325,LGA,16933
52062263,LGA,13994
52209121,JFK,10785
52211971,LGA,14711
52219116,JFK,10130
52219943,LGA,13670
52062993,LGA,14000
52075215,LGA,10338
52075647,LGA,13989
52076178,LGA,9992
52084225,LGA,12907
52085221,LGA,14946
52380858,JFK,15339
52381790,LGA,4430
52382837,LGA,11371
52384047,LGA,11185
52388002,LGA,12391
52389360,LGA,10383
52221919,LGA,12572
52223600,LGA,14082
52226410,LGA,15790
52229417,LGA,15061
52231166,LGA,15061
52231615,LGA,14943
52233258,LGA,13024
52399609,LGA,13519
52399899,LGA,14148
52404588,LGA,7557
52405277,LGA,19093
52407383,LGA,16194
52235688,LGA,15391
52240531,LGA,14891
52089998,LGA,19876
52095695,LGA,13678
52101440,LGA,14051
52102524,LGA,15542
52105294,LGA,19651
52105349,JFK,7281
52107496,LGA,13324
52109956,LGA,16796
52110070,JFK,8164
52246989,LGA,10844
52251326,LGA,13418
52408941,JFK,17723
52411201,LGA,13620
52417096,LGA,14166
52417197,LGA,23790
52418045,LGA,10742
52419044,LGA,9042
52421812,LGA,22897
52253807,LGA,16908
52258307,LGA,12444
52110071,LGA,11535
52114771,LGA,13600
52125718,LGA,15380
52126679,LGA,22521
52128548,LGA,11904
52128553,LGA,19636
52128775,LGA,20817
52131795,LGA,10376
52132742,EWR,30352
52262568,LGA,15039
52267290,LGA,30210
52267684,LGA,13762
52426248,LGA,24456
52427297,JFK,14992
52427990,LGA,10516
52435248,LGA,13216
52440958,LGA,12357
52441335,LGA,17955
52443892,LGA,5526
52444758,LGA,13657
52451077,LGA,18383
52271041,LGA,12874
52280572,JFK,5754
52281259,LGA,13097
52283472,LGA,10806
52283675,LGA,13463
52142843,LGA,20547
52143943,LGA,15767
52145241,LGA,22316
52149565,LGA,15138
52153731,LGA,15436
52154854,EWR,26107
52286333,LGA,11306
52286422,JFK,9296
52288075,LGA,21076
52451281,LGA,17574
52455685,LGA,23376
52459126,LGA,6726
52466688,LGA,16680
52471756,EWR,23975
52472350,EWR,20221
52476530,EWR,36216
52481960,LGA,12873
52300094,LGA,19479
52162163,LGA,15061
52163880,LGA,25586
52164877,LGA,9018
52164915,LGA,14562
52165147,LGA,15447
52165228,LGA,14000
52166223,LGA,12662
52167873,LGA,20532
52304392,LGA,15156
52307085,JFK,18387
52307807,LGA,13705
52487784,EWR,25114
52490036,LGA,11407
52491515,LGA,14808
52492041,LGA,11295
52492455,LGA,21554
52500005,LGA,11231
52500799,LGA,13129
52508207,LGA,22658
52316185,LGA,15445
52317592,LGA,13358
52318271,LGA,16149
52168422,LGA,1602
52168496,LGA,16457
52168525,LGA,16445
52168779,LGA,16615
52534882,LGA,12972
52535430,LGA,15137
52548658,LGA,13082
52551120,LGA,14952
52320080,LGA,5087
52508496,LGA,14462
52509268,LGA,19521
52514819,LGA,16220
52517517,LGA,11518
52551973,LGA,14986
52552429,LGA,15102
52552638,LGA,14790
52323876,LGA,13800
52324031,LGA,13799
52324341,JFK,14876
52324528,LGA,13463
52329966,LGA,14765
52527440,LGA,13894
52534281,LGA,14787
52534815,LGA,14786
52615451,LGA,22177
52617173,LGA,14150
52618225,LGA,8992
52618390,LGA,17503
52618396,LGA,12373
52618610,LGA,15498
52350901,LGA,13690
52353508,JFK,18453
52553725,LGA,15264
52354363,JFK,13132
52634243,LGA,15647
52635900,LGA,14937
52636880,JFK,21431
52637377,LGA,14787
52637973,LGA,8983
52781681,EWR,31127
52782607,EWR,31153
52788498,JFK,12916
52791162,LGA,21453
52554380,LGA,10381
52555884,JFK,12784
52557797,LGA,21432
52561467,LGA,11457
52562444,LGA,11167
52570981,LGA,14822
52793095,LGA,9263
52639158,LGA,20184
52651961,LGA,11448
52654519,LGA,17052
52656590,LGA,13928
52659735,LGA,14046
52795397,LGA,13750
52795626,LGA,17093
52797203,LGA,15875
52799338,LGA,17001
52801190,LGA,14166
52804286,LGA,19691
52807490,LGA,13443
52578551,LGA,10693
52578966,LGA,19133
52582634,LGA,14637
52585129,EWR,16130
52586577,JFK,23631
52664308,LGA,5991
52665729,LGA,7716
52666694,LGA,14497
52668079,LGA,16428
52670276,LGA,15553
52671855,LGA,10938
52672732,LGA,8346
52674546,LGA,11066
52675191,LGA,12121
52688154,LGA,12835
52822823,LGA,10858
52823884,LGA,10512
52824025,LGA,11498
52593299,LGA,17061
52593554,LGA,13411
52599501,LGA,23880
52600890,LGA,19668
52607337,LGA,17569
52824389,LGA,11061
52689535,LGA,13906
52690310,LGA,14009
52691176,LGA,13687
52692555,LGA,5156
52700537,LGA,15128
52700622,LGA,19259
52701221,LGA,11174
52702018,LGA,1269
52703094,LGA,14855
52826514,LGA,14758
52826943,LGA,27149
52827359,LGA,3373
52830424,LGA,10147
52833897,LGA,15690
52609953,LGA,14359
52610408,LGA,12140
52611423,LGA,4733
52611526,LGA,16025
52611770,LGA,15114
52613594,LGA,11254
52614426,LGA,14095
52834116,LGA,16165
52703852,LGA,5279
52705563,LGA,24709
52705960,LGA,24954
52706726,LGA,17130
52714650,LGA,12590
52716416,JFK,22507
52718388,LGA,17374
52721803,JFK,12182
52836962,LGA,15218
52838667,LGA,11072
52839619,JFK,11053
52839743,LGA,14139
52842129,EWR,21705
52842845,LGA,12835
52843726,LGA,17742
52846635,LGA,21351
52721824,LGA,22338
52731161,LGA,11196
52731316,LGA,11329
52731419,LGA,11031
52732645,LGA,16896
52737799,LGA,31426
52744634,JFK,8374
52747790,LGA,14670
52926435,LGA,15563
52930589,LGA,21122
52934351,JFK,26641
52934401,LGA,12328
52941331,LGA,23272
52947788,LGA,15879
52948831,LGA,11875
52952799,LGA,12645
52854012,LGA,8891
52854992,LGA,12407
52855420,LGA,12430
52857463,LGA,12527
52858606,LGA,6530
52749770,LGA,11222
52749784,LGA,11222
52749804,LGA,11222
52753023,LGA,10486
52754282,LGA,21535
52755364,LGA,11796
52755449,LGA,24010
52953940,LGA,14991
52968839,LGA,14274
52969085,JFK,16941
52971091,JFK,10469
52972242,LGA,12547
52861365,LGA,19040
52861792,LGA,14801
52862058,LGA,19858
52868962,LGA,12819
52977888,LGA,15649
52982901,LGA,13826
52993669,LGA,6436
52995360,JFK,25543
52997244,LGA,14013
52869658,LGA,12172
52755593,LGA,14938
52755763,LGA,7285
52756284,LGA,21159
52756850,LGA,11332
52757238,LGA,15170
52761116,LGA,6153
52766414,LGA,17196
52769186,LGA,13355
52871655,LGA,12397
52879829,EWR,36499
52882662,LGA,17386
52883668,LGA,16066
52884956,LGA,17533
52885971,JFK,7921
52886556,LGA,11122
53011236,LGA,18230
53012005,LGA,16400
53021262,LGA,3287
53022508,LGA,15097
53022671,LGA,15078
53023798,LGA,16561
53025816,LGA,11683
52894094,LGA,13890
52771412,LGA,11222
52772214,LGA,17093
52772578,LGA,17093
53109044,LGA,20798
53110748,LGA,11453
53111559,LGA,14398
53116201,LGA,4815
52901227,LGA,15428
52906284,LGA,14167
52916520,LGA,15780
52916582,LGA,15784
53027258,EWR,21562
53030482,JFK,7402
53031902,LGA,12548
53032375,LGA,12828
53032542,LGA,12854
53032739,LGA,13394
53043735,LGA,4378
52920789,LGA,14644
52921783,LGA,11682
53117856,LGA,19859
53118209,JFK,14888
53120519,LGA,19370
53122420,LGA,11852
53123360,LGA,12226
53123361,JFK,14780
53126131,LGA,16043
52922566,LGA,23918
52923303,EWR,31038
53045130,LGA,17093
53045250,LGA,17093
53045283,LGA,16351
53045316,LGA,17093
53045446,LGA,17093
53045512,LGA,17093
53047016,LGA,12562
53047254,LGA,12504
53047664,LGA,11344
53221519,LGA,8050
53126188,LGA,13008
53127153,LGA,12854
53128684,LGA,14203
53130521,LGA,13668
53130809,LGA,13891
53130902,LGA,14419
53132475,LGA,14852
53132818,LGA,16331
53133025,LGA,14981
53222519,LGA,19482
53223918,LGA,23018
53050789,EWR,31014
53050810,LGA,10459
53050999,LGA,21415
53051081,LGA,12410
53051231,LGA,16380
53051569,LGA,11555
53054858,LGA,12697
53057885,JFK,8574
53229531,LGA,13514
53135888,LGA,6984
53143687,LGA,13828
53145833,LGA,18077
53148906,LGA,13817
53149000,LGA,13812
53236575,LGA,7742
53058438,LGA,13901
53060702,LGA,22040
53071607,LGA,12488
53073848,LGA,15138
53079605,LGA,3423
53149771,LGA,13683
53150114,LGA,13901
53150335,LGA,13949
53150444,LGA,13735
53150639,LGA,13757
53150648,LGA,11222
53150666,LGA,11222
53150820,LGA,14020
53150923,LGA,13868
53240079,LGA,15162
53242466,LGA,16104
53249946,LGA,15336
53250816,LGA,11081
53080602,LGA,23291
53081378,LGA,14237
53088652,EWR,24233
53095529,LGA,13441
53251757,LGA,17981
53256987,LGA,17041
53257905,LGA,15260
53151188,LGA,13660
53151407,LGA,13878
53151823,LGA,29806
53155237,LGA,19355
53155469,JFK,11507
53161679,LGA,17796
53260928,LGA,11643
53261632,LGA,1585
53364824,LGA,12986
53373979,LGA,5743
53375640,LGA,12716
53379658,LGA,11036
53381376,LGA,15716
53384134,LGA,9846
53262764,LGA,1529
53263395,LGA,1152
53170821,LGA,18272
53171838,LGA,13353
53173426,LGA,12965
53180695,LGA,17338
53188172,LGA,13067
53263629,LGA,1445
53267116,LGA,13532
53270564,LGA,13944
53384575,LGA,13205
53385771,LGA,14404
53386606,LGA,14952
53400412,LGA,23257
53402699,LGA,22898
53403946,LGA,6271
53280628,LGA,11968
53282903,LGA,7292
53286280,LGA,10484
53287361,LGA,14009
53189912,LGA,11164
53191182,JFK,11689
53191232,JFK,11689
53192744,JFK,11516
53194567,LGA,9743
53194676,LGA,15392
53408117,LGA,10845
53409435,LGA,11848
53410702,LGA,17256
53410940,LGA,15178
53412410,LGA,20087
53413454,LGA,7554
53414148,LGA,19684
53292101,LGA,13800
53292725,LGA,9493
53202170,EWR,37854
53204406,LGA,25051
53211837,LGA,6443
53213847,LGA,16438
53215556,LGA,20411
53215623,LGA,13919
53216577,LGA,14540
53294328,LGA,15650
53294652,LGA,19396
53296353,LGA,10660
53415549,LGA,15004
53417238,LGA,15119
53418934,LGA,20423
53420671,LGA,13543
53422309,LGA,22974
53299304,EWR,22556
53299373,LGA,16476
53300313,LGA,7527
53306350,LGA,14656
53425369,LGA,10845
53429873,LGA,10002
53309419,LGA,6724
53311697,LGA,13627
53219891,LGA,20029
53495710,LGA,19371
53496227,LGA,21196
53498315,LGA,13775
53501342,EWR,31680
53501732,LGA,15643
53502758,LGA,14406
53503106,JFK,8931
53505044,LGA,15332
53313409,LGA,17148
53315072,LGA,1403
53317759,LGA,12204
53320871,LGA,13262
53320872,LGA,12889
53436872,LGA,15842
53437547,LGA,13589
53441894,LGA,15516
53442786,JFK,14013
53448680,EWR,29172
53450489,JFK,12611
53453680,JFK,9422
53511447,LGA,13443
53512290,LGA,15716
53512507,LGA,12046
53515102,LGA,12582
53516635,LGA,21186
53523753,LGA,14203
53524397,LGA,15624
53326519,LGA,15671
53328559,LGA,14702
53330115,JFK,14702
53335766,LGA,15028
53340131,LGA,18602
53527603,LGA,2313
53528553,JFK,12556
53531890,LGA,13970
53538132,LGA,17098
53542590,LGA,20547
53542641,LGA,13716
53340147,LGA,18212
53457920,LGA,22017
53458499,JFK,13573
53462276,LGA,14100
53464092,LGA,13425
53465589,LGA,14586
53467848,LGA,18961
53471515,LGA,12862
53343701,LGA,16718
53346269,LGA,12915
53349532,LGA,14463
53349734,LGA,14463
53353569,EWR,33473
53471519,LGA,13299
53472533,LGA,12943
53475354,LGA,12206
53480206,LGA,4892
53484201,LGA,5028
53355572,LGA,11066
53544002,LGA,14442
53544214,LGA,15515
