숙소id,공항,자동차거리(m)
1176914325857764724,LGA,13006
1176918102119796554,LGA,13537
1176922294793822825,LGA,12895
1176923380417917170,LGA,12912
1174826843393810403,JFK,7433
1174943992395900711,LGA,9916
1174964254378036352,LGA,15430
1175393719848631498,LGA,11121
1181933203630652428,LGA,9785
1176936179607448594,LGA,12109
1176949977746491520,LGA,19767
1177588064060087641,LGA,14765
1177591637239485793,LGA,10767
1177606089286884104,LGA,15327
1177676646194169912,LGA,10101
1177889307568532709,LGA,7497
1178154547956921938,LGA,12012
1178171946295620150,LGA,13797
1178253752425538458,LGA,14924
1178254959604207601,LGA,8376
1178295540109394293,LGA,14288
1177327595254297656,EWR,28730
1177359119693006427,EWR,28730
1181987846467897806,LGA,15946
1182028248963470615,LGA,19467
1182031921680617824,LGA,10013
1182210505899484216,LGA,10237
1182586492072132778,LGA,17723
1182647495771890748,LGA,14509
1182652033696961033,LGA,13374
1182655880647889045,LGA,14532
1182681537144438648,LGA,13875
1177419977162681836,EWR,28731
1177433226728660401,EWR,28730
1178331702133034216,LGA,14274
1178333093852927243,LGA,10825
1178334038915821355,LGA,16783
1178358905663976916,LGA,6087
1178415715054715654,LGA,14140
1178419798695341401,LGA,14402
1178421569168776033,LGA,11667
1178425983423625001,LGA,14219
1177449988217037376,EWR,28730
1177450613427045889,LGA,16556
1177452325259429952,EWR,28731
1182703112092638753,LGA,10108
1182781852786296651,LGA,15552
1182793483521637790,LGA,15307
1182830975526020254,LGA,16779
1182922585884725755,LGA,16628
1182959878956973304,LGA,21985
1183112253545124012,LGA,3909
1183141749043589978,LGA,11846
1183290796056119188,LGA,21053
1177453509132101787,EWR,28730
1177454816617609897,EWR,28731
1178865375768074643,LGA,11211
1178901341144672363,LGA,14745
1178927151122557053,LGA,10307
1178933042306831335,LGA,17024
1178940573030278287,LGA,10452
1178989990878285035,LGA,11724
1177461605461458079,EWR,28731
1177473168936527770,EWR,28731
1177476704781804039,EWR,28731
1177478027022642683,EWR,28730
1177479084776610930,LGA,12282
1183310711479885104,LGA,13591
1183315589676371755,LGA,17039
1183319735897163640,LGA,15704
1183321390502234381,JFK,26173
1183368684574476418,LGA,14097
1183370733179749374,LGA,16772
1183372612053771614,LGA,13816
1183377231211268635,LGA,13965
1183379533723856621,LGA,13688
1183383003000927854,LGA,16787
1177479478277828907,LGA,12474
1177479778077102447,EWR,28730
1179020591478413625,JFK,22963
1179118942440580801,LGA,15357
1179574566320269059,LGA,14745
1179739442698641990,LGA,11603
1179802084308327475,LGA,15574
1180249397571221491,LGA,13990
1180273104017259823,LGA,11727
1177481454077077957,EWR,28731
1177486926345069371,EWR,28731
1177494948724690298,LGA,15131
1177495468022051968,EWR,28730
1177500655441331249,EWR,28730
1183398239642738842,LGA,15835
1183404325423019042,LGA,15131
1183762663726036513,LGA,21985
1183775642432615818,LGA,21985
1183845092476337761,LGA,21985
1183857113573988855,LGA,21985
1184015420727050313,LGA,16018
1184015830488997500,LGA,16018
1180992438919861080,LGA,13513
1181127097467285907,LGA,11454
1181127097582334636,LGA,11454
1181127191887492795,LGA,11454
1177504045631878580,EWR,28730
1177505327183162711,EWR,28730
1177516630169566287,EWR,28730
1177518149924973740,LGA,15652
1186229966064384156,LGA,13507
1186233886414085869,LGA,15154
1186244059405953744,LGA,17143
1184039275691644753,LGA,14527
1184046565495262732,LGA,13743
1184059411658290965,LGA,14474
1184065583313071236,LGA,13598
1184068565040974034,LGA,14797
1184070598813464152,LGA,26649
1184122380407824450,LGA,16563
1184148860887704578,LGA,12845
1184156894635177297,LGA,13042
1186246679940530875,LGA,13161
1181138848303115257,LGA,10147
1181158581346560734,LGA,20964
1181162507748278407,LGA,21443
1181193436897014238,LGA,13826
1181206568781962298,LGA,14246
1181208177611881907,LGA,20964
1181229422097746099,LGA,11129
1181265124323821772,LGA,12340
1186253206194178259,LGA,14452
1186267082991370791,LGA,30967
1186283652746445708,LGA,16975
1186285429282188251,LGA,14134
1186289505460428535,LGA,14655
1186291510965460221,LGA,13628
1186294785158223953,LGA,13634
1184370244265419637,JFK,7932
1184612752558618970,LGA,14940
1184614275534021178,LGA,13777
1184617429166668452,LGA,13141
1184628514222287717,LGA,20765
1184629864936417769,LGA,14140
1184632004227393091,LGA,16423
1184850726195119439,LGA,12574
1184916440282229935,LGA,14810
1186304102999419420,LGA,20619
1186381663958729439,LGA,10391
1186411363056506266,LGA,11089
1181270784355831217,LGA,15990
1181271508575452183,LGA,12327
1181272879540445351,LGA,11935
1181305119926100979,LGA,10439
1181361798958547584,LGA,16725
1181394579984036414,LGA,11178
1181553817145803852,LGA,14855
1181718274221782761,LGA,15844
1181822862889162890,LGA,13339
1186490519371878480,LGA,15793
1186805962669590822,JFK,16753
1186894907130370127,LGA,14149
1186895527783667273,LGA,13415
1186897872833466048,LGA,14376
1186903416017684192,LGA,14469
1181829235133550373,LGA,19645
1189621467718975021,LGA,13563
1189624020069286881,LGA,16906
1189624444619088028,LGA,15243
1189624960113136394,LGA,14467
1189626679659488681,LGA,14992
1189627104072017157,LGA,14046
1189627566958098297,LGA,13360
1189748843602025370,LGA,15990
1189811230878500547,LGA,14489
1184929008625749143,LGA,14594
1184991550363914891,LGA,12405
1185101406435194073,LGA,20331
1185149496223072244,LGA,6807
1185156531210050829,EWR,29813
1185298315132795997,LGA,14485
1185302319609046378,LGA,14328
1185304139295085475,LGA,14303
1185305951832532661,LGA,14493
1185401055995420199,LGA,1786
1186917190724228634,LGA,14055
1186920458341667614,LGA,14618
1186923187535506741,LGA,14359
1186926990527101195,LGA,14239
1186928155424479590,JFK,27106
1186956319722004438,LGA,19582
1189811724962540290,LGA,14223
1189812606516620646,LGA,28332
1189813049510553866,LGA,13587
1189815988494380034,LGA,14474
1189820404103982633,LGA,11259
1189826259396155402,LGA,13598
1189826674664169656,LGA,15041
1189827119365775359,LGA,14240
1189832856499476492,LGA,15541
1186965891928429911,LGA,14540
1186971337208734740,JFK,12475
1185470040103298988,EWR,25119
1185607961337001665,LGA,25670
1185632698494973707,LGA,5870
1185648435788792404,LGA,16034
1185848618818015934,LGA,14373
1186177119755365263,LGA,19707
1186184887466565409,LGA,14281
1186206258613223390,LGA,16105
1186211307589561873,LGA,15070
1186974941555002497,LGA,13558
1186980205962754045,LGA,14694
1186983929679899033,LGA,13243
1186988763745622430,LGA,14285
1189833293292607643,LGA,15307
1189834379096940447,LGA,13817
1189840575806259668,LGA,14227
1189845545039028083,LGA,14584
1189847458496192396,LGA,14552
1189847911780845818,LGA,14504
1189866576794192982,LGA,13977
1189890756474213661,LGA,14551
1189891638501593308,LGA,16827
1186996024281690777,LGA,13777
1187010760511968299,LGA,13298
1186221745572681061,LGA,16849
1186225358759444675,LGA,14342
1186229473688871585,JFK,8827
1192777768092030914,JFK,11234
1192828515848213902,LGA,17254
1192899750875253463,LGA,11059
1192903501898923056,LGA,13637
1187011379475488112,LGA,15095
1187189107122379344,LGA,6434
1187203236481708968,LGA,6233
1187225034841477822,LGA,17819
1187229111817119034,LGA,21674
1187403743415458726,LGA,15504
1189893799929838102,LGA,13004
1189894271487681565,LGA,13568
1189894711332118415,LGA,15059
1189895166919687156,LGA,14748
1189901839042752812,LGA,10549
1189902329602432682,LGA,13924
1189941244377806758,JFK,10906
1189948550106841758,LGA,11372
1189950356716358755,LGA,16650
1190003667888457875,LGA,14925
1190027079723501790,LGA,14393
1187611508857108659,LGA,10928
1192992425961186498,LGA,14536
1193005542763264121,LGA,14540
1193016130087171760,LGA,16087
1193068036013405081,LGA,8523
1193165462139630650,LGA,11508
1193185407305022023,JFK,11645
1193422349521127527,LGA,9793
1193544361676194650,LGA,14827
1193615199080005457,JFK,10671
1193625058642108187,JFK,10804
1193643218257629313,JFK,11229
1187612697684877091,LGA,17085
1187614420725323124,LGA,15019
1187671575907468905,LGA,14269
1193646665023875066,LGA,17202
1194220430573770348,LGA,17980
1187735121834143847,LGA,11732
1190049216981114547,LGA,9702
1190239794540320139,LGA,19465
1190409231701709002,LGA,14934
1190411185465042007,LGA,16208
1190411624778066464,LGA,14290
1190414718192430421,LGA,16602
1190415199001853873,LGA,16154
1190415652281018854,LGA,15572
1190417717213226689,LGA,16860
1190418190586588457,LGA,12496
1190418735130553577,LGA,28232
1187755743089598473,LGA,14766
1188015017416675461,JFK,17132
1188152660591876033,LGA,16238
1188328691952819508,LGA,19640
1194298359415348242,LGA,15089
1194365050158760459,JFK,13024
1194458269999890435,JFK,18686
1194923183975939127,LGA,15333
1194952629145660267,LGA,14506
1195127532287767150,LGA,15403
1195183575688322184,LGA,9903
1188371603911979496,LGA,14095
1188372056540438124,LGA,13558
1188374111579094447,LGA,14248
1188378599808665872,LGA,16238
1190720365754919235,JFK,16467
1190765411679424297,JFK,12184
1190846125102630968,LGA,12926
1191200874104195163,LGA,16663
1191240975339905970,LGA,16641
1191242249658906801,LGA,14072
1191250949783508128,LGA,13528
1191251742126662583,LGA,18401
1191261637583240906,LGA,18940
1188405272107891640,LGA,15212
1188540254211520980,LGA,18431
1188610736196457287,JFK,9943
1188687698590570988,LGA,14797
1191265993878404967,EWR,24117
1191268838016424331,LGA,13835
1191269855152658541,LGA,14968
1191273268316679015,LGA,15000
1191277459027740241,LGA,15101
1191282094787106940,LGA,19739
1191313973454981443,LGA,18359
1191355645650409872,JFK,8060
1188765896977220359,LGA,16092
1195285672281327232,JFK,14929
1195554348855678026,LGA,15518
1195574533966322186,LGA,17153
1195687502937147063,LGA,15851
1195786673178332789,LGA,6299
1195877462949588986,LGA,13155
1195915665649727141,LGA,12062
1195933198989558179,LGA,10044
1195987111459548815,EWR,31061
1189090141950355435,LGA,14428
1189119030022037306,LGA,15662
1189156163386130941,LGA,20445
1189181159693670770,JFK,8678
1189243425411300671,LGA,13202
1189245776466739977,LGA,12914
1189268427790672748,LGA,28272
1189281043249431147,LGA,9685
1189291449899303109,LGA,21570
1196346309498202769,LGA,15761
1196371809643493350,LGA,14556
1196497464450421916,LGA,16846
1196497724931928899,LGA,14555
1196575552910707199,LGA,16646
1196581295094457018,LGA,14337
1196582000611779239,EWR,30531
1196631230237452581,LGA,11464
1191369249744555798,LGA,15530
1191404739326003541,EWR,31368
1191438920665329397,JFK,10280
1191446029077844516,LGA,11448
1191451705516917532,LGA,10393
1191497840686809606,LGA,11646
1192038715281934580,LGA,25576
1192252482358672169,LGA,14288
1192255067147043092,LGA,14287
1192262845661602738,LGA,4109
1189294356665369380,LGA,19747
1189445665503919899,LGA,11808
1189607875105675383,LGA,14512
1189608306724069531,LGA,17200
1189608984448418768,LGA,14364
1196675137374418456,LGA,6251
1196970749315364301,LGA,15360
1196971045286992063,LGA,14828
1196971303099836257,LGA,10845
1196973839793088515,LGA,14248
1204771167699076347,LGA,24253
1205037267836955281,LGA,14770
1205042267607786934,LGA,10641
1205048660046515301,LGA,18999
1205049196183731564,LGA,18700
1205056344990896189,LGA,10517
1196974278615670318,LGA,13833
1197041310752427776,LGA,7046
1197069668924931193,LGA,14467
1197074985686013715,LGA,16330
1197101749992180941,LGA,10745
1197166479464460452,LGA,15695
1197179275483826957,LGA,13952
1192680944233810638,LGA,13726
1198004382087812087,LGA,20648
1198100494592953253,LGA,22017
1198500125276158572,LGA,11856
1198752324486006811,LGA,4281
1198811777002173044,LGA,14288
1198827262061105728,LGA,13629
1198836111913663506,LGA,23111
1205066411396278345,LGA,10652
1205073442837466959,LGA,10646
1205140193812403320,LGA,14346
1205407005547534596,LGA,28460
1205444048123935112,LGA,15346
1199223583280378178,LGA,17130
1199316153670600111,LGA,12287
1199474355907371585,JFK,7055
1199659642466549233,LGA,14287
1199664142068108422,LGA,14287
1199925122294872339,LGA,15258
1197192193855074712,LGA,11079
1197202407680659490,LGA,16145
1197239116836336271,LGA,14497
1197265023578360161,LGA,17127
1197284752024889416,LGA,16088
1197301200332876597,LGA,22150
1197553209237863604,LGA,20023
1197671862542343289,LGA,13941
1205761267577581112,LGA,12575
1205846917993439171,LGA,19012
1205856768223692759,LGA,24142
1205882392275820490,LGA,19041
1205964796674918300,LGA,15008
1206087775759046433,JFK,23572
1197713677525733501,LGA,21400
1197714063298372139,LGA,14828
1197752800400457659,JFK,9865
1197797780686528978,LGA,15127
1197856347393328934,EWR,29436
1197859177973871671,LGA,7541
1206400888255924929,LGA,8884
1199986812961212112,LGA,15013
1200041523589313376,LGA,22972
1200095554682154611,JFK,6865
1200238572259388527,JFK,9135
1200272569093940741,LGA,14550
1200992643181522271,JFK,10393
1201021216831769703,LGA,12403
1201240426079642960,LGA,8544
1201356664154626666,LGA,13257
1201356959261424659,LGA,13257
1206481896594390866,LGA,6552
1206574535966326192,LGA,14151
1206599900300233850,JFK,10393
1206606432001246647,LGA,6251
1206607624557111677,LGA,6535
1206607880457066001,JFK,10393
1206638234808543597,LGA,11147
1206646876876751990,LGA,17320
1201396044908809476,JFK,24004
1201402452557052662,LGA,10971
1201430587365403850,LGA,13522
1201494697567501603,LGA,14675
1201497791734624120,LGA,14782
1201732576038059006,JFK,22780
1201763683180096780,LGA,20515
1201805249658735257,LGA,13066
1206794730066104766,LGA,16180
1210072001477754899,EWR,19306
1210154367185131474,JFK,15859
1210195897677380303,LGA,15177
1210344755949601767,LGA,14837
1210376505050084910,LGA,12584
1210389969928838331,EWR,19381
1210405344971565733,EWR,19570
1210411941311186494,LGA,13643
1210615469034170115,LGA,5636
1207237382385354348,LGA,4994
1207253678620673118,LGA,16996
1207287715537380602,JFK,9978
1201829528892562305,LGA,23185
1202074411142206871,LGA,14142
1202280416181729899,LGA,14619
1207354160354048378,LGA,13374
1207387145759617094,LGA,13374
1207455129932342740,LGA,15155
1207507693046187578,LGA,15321
1210985381930563242,LGA,5937
1211051853015973270,JFK,14832
1211075863285668785,JFK,17496
1211209752256027824,LGA,18788
1211253830721220762,EWR,30341
1211440603017197851,LGA,12198
1211450180362619428,LGA,14142
1211450411456895613,LGA,15225
1207515697807688165,LGA,15055
1207519278056487318,LGA,19161
1207548217188818523,LGA,14551
1207585830368402592,LGA,15178
1211527213766088409,LGA,13561
1211539828374899678,LGA,14286
1207806421010100811,LGA,13749
1207853186170107041,EWR,30404
1202281667370725866,LGA,14619
1202348834470237181,LGA,14404
1202485121125019732,LGA,3184
1202758098779011307,LGA,11880
1202792274113175634,LGA,11853
1202840148643068975,LGA,15948
1202855728088668360,LGA,18766
1202858312395834138,LGA,15948
1202874477964231897,LGA,12462
1207860637535148946,LGA,11406
1207896540094942291,LGA,11752
1207958356004096911,LGA,13450
1207961923628995720,LGA,19627
1207976838916835904,LGA,19634
1208036120501815502,LGA,14267
1208074634862528983,EWR,30987
1208074934904626929,LGA,13575
1202875708853118916,LGA,13341
1202876770330689873,LGA,10204
1202954717657524854,JFK,16090
1203013581191133386,LGA,10469
1203101908839088892,LGA,13411
1203223866662961187,LGA,21554
1203564246582112713,LGA,14745
1211608172160011490,JFK,11191
1211632114992944986,LGA,13508
1211672157763868406,LGA,13731
1211677338133559626,LGA,6406
1211758820311009120,LGA,15218
1211771041566767986,LGA,21748
1208084207760074124,LGA,13914
1208096226725190104,LGA,22052
1208097123799971126,LGA,14603
1208099973553742658,LGA,13981
1208183506604880870,LGA,24927
1208353706940091969,LGA,9058
1208543720182634795,LGA,9071
1208622670943587365,LGA,13150
1208640642572493071,LGA,16413
1203607162308243976,LGA,13101
1203665176351727628,LGA,10692
1203710607479353731,LGA,16088
1203866180302079266,LGA,21666
1203920929030589683,JFK,24467
1203936636043065935,LGA,9382
1203960244971828790,LGA,11794
1204302723720539452,LGA,15833
1204306234368960777,LGA,16501
1208666089545224059,JFK,8697
1211817562712075496,LGA,2669
1212264314233147082,LGA,12088
1212269139895265215,LGA,13082
1212276901648969170,LGA,11961
1212288924457892432,JFK,11690
1212347649197198907,LGA,6330
1212347883190844815,LGA,12746
1212360154333639901,LGA,15763
1212435254401889413,LGA,17761
1208771172890765736,LGA,13429
1208795441380509881,LGA,15185
1208854716995723501,LGA,20676
1208916458454949106,LGA,6643
1209084126239624286,LGA,5977
1209393633569416487,LGA,15727
1204321560216273846,LGA,10979
1204336780713356924,LGA,14489
1204422788764652410,LGA,10570
1204424191855903551,LGA,10978
1204424467253452631,LGA,9956
1204425369999207217,LGA,10277
1204609949048309710,LGA,7515
1214351541513386808,LGA,14745
1214466941250847143,LGA,19397
1209395778771475659,LGA,15693
1209676112847837893,LGA,19784
1212477898608171624,JFK,12788
1212582611903151441,LGA,12746
1212624750680299519,LGA,17555
1212893880121060294,LGA,14961
1212974872781808273,LGA,18368
1213027158255885149,LGA,16983
1213078962610312802,LGA,14981
1213137843027383282,LGA,13920
1213210056918462988,LGA,22915
1213242300952170356,LGA,17512
1209762126227348383,LGA,12983
1210002564144340543,JFK,8579
1210054863016150123,LGA,12255
1214471070419041932,LGA,14095
1214478155363843346,LGA,14911
1214478558280402548,LGA,14911
1214478928294155994,LGA,14911
1214479406267736723,LGA,14911
1218841378662582872,LGA,13057
1218845399095529002,LGA,13404
1214480664229985253,LGA,12862
1214486311067293119,LGA,12921
1214486987250117811,LGA,12921
1214487278089765906,LGA,14203
1214491724973053663,LGA,12232
1218891471303123283,LGA,13150
1218986470947678882,LGA,16500
1213288727949202646,LGA,20965
1213301762411378760,LGA,15509
1213364464605802277,LGA,12471
1213384935138284062,JFK,10276
1213425687995363001,JFK,10268
1213610526930326115,LGA,16121
1213627489640171136,JFK,11481
1213688904422343086,LGA,15306
1213689725021251921,LGA,14768
1219016339909757511,LGA,13818
1219100207830329728,LGA,10174
1219216760016753934,LGA,12989
1214492079157445918,LGA,12232
1214492566511365282,LGA,12232
1214492924370864214,LGA,12201
1214493375312932244,LGA,12232
1214495260309473136,LGA,12201
1219585714107198771,LGA,7796
1219603028752164840,LGA,15689
1219610547001943684,LGA,14928
1219610634967902800,LGA,15024
1219625120232103133,LGA,13246
1213689867762090159,LGA,14818
1213689943023433475,LGA,14962
1213722628230527276,LGA,15453
1213731743454095862,LGA,15141
1213757375894958330,LGA,16745
1213762639596599602,LGA,6009
1213825465241975734,LGA,11437
1219630411170805300,LGA,15346
1219646524673933372,LGA,15600
1214597720283848285,LGA,14288
1214609022039143562,LGA,15507
1214636499668232791,LGA,12017
1214703376004678973,JFK,10180
1214733721737055618,JFK,25071
1215117964253947556,LGA,15075
1215125404349939405,LGA,15967
1215192926699068019,LGA,15649
1215224488371019100,LGA,11776
1219756010828425878,LGA,13882
1219761487691460780,EWR,25273
1219811049883640695,LGA,11575
1219815548009925852,LGA,11521
1213830900403046409,LGA,14733
1213853309354315952,LGA,11425
1213866285243857575,LGA,13144
1213869313778119278,LGA,13412
1213871657453559546,LGA,14012
1213918539223846664,LGA,4838
1213938382576828150,LGA,20043
1213993998633059525,LGA,11820
1219818636390744151,LGA,13053
1219972839146493519,LGA,7257
1220219701909794208,JFK,11065
1220824017812826327,LGA,16562
1220949643970349162,LGA,13244
1215284534623966283,EWR,22700
1215413949850091685,LGA,11379
1215457493984728693,LGA,13228
1215828458765595564,LGA,13233
1215883954729701156,LGA,15468
1215930899551057941,LGA,8969
1216035212519458837,LGA,11476
1216120758101271029,LGA,15409
1221005306336413485,JFK,8836
1221075409723204646,LGA,3712
1221111591131392265,LGA,10864
1214007448847086508,LGA,13882
1214181323231993112,LGA,11962
1225745926945677821,LGA,9141
1225950099262765039,LGA,11474
1226035407815319014,LGA,13811
1226083765946770554,LGA,13167
1226237301132622479,JFK,8820
1226370528514229838,LGA,20700
1221121511065735881,LGA,13226
1221699855812557434,LGA,22515
1221732669615197799,LGA,11577
1216186927652289717,LGA,10434
1216441085886573375,LGA,13694
1216557850438762479,LGA,21302
1216589648560398579,LGA,13601
1216589694179074357,LGA,13601
1216590799837992383,LGA,13601
1216590837884600772,LGA,13601
1221844217141658479,LGA,24438
1226416679716855888,LGA,1934
1226755115355469374,LGA,13561
1226759364639190356,LGA,13875
1226759499890819869,LGA,13506
1226759753772948489,LGA,13266
1226762740359020857,LGA,13561
1226780451927503437,LGA,13834
1226785506608965761,LGA,13174
1222086729226668669,LGA,20596
1222409533615093591,LGA,15266
1222473226143955232,JFK,8464
1222591481786116267,LGA,22510
1222649687906738325,JFK,21834
1222662611695705618,LGA,11283
1222792519379699774,LGA,15574
1223011626105182643,LGA,14954
1216638378553440827,JFK,11986
1216800334136638204,LGA,20654
1216854624177570316,LGA,11050
1216871952367896427,LGA,12630
1216903455474154558,LGA,6611
1217265622240705335,EWR,19365
1217279784872684048,LGA,19749
1217325913584495563,LGA,15311
1217369903000424628,LGA,14288
1217377258149578928,LGA,14784
1223036077341645395,LGA,14381
1223121524988333841,LGA,25820
1226793157066719945,LGA,12114
1226804576164978828,LGA,15771
1226812479353670317,LGA,13834
1226819691395177235,JFK,10322
1226822606875887766,LGA,13344
1226899584080273038,LGA,23746
1226906785020333029,LGA,13149
1226985080764794321,LGA,12202
1227011006426506312,LGA,11543
1227311058043740187,LGA,18630
1223189346800417421,LGA,15217
1223195720648219047,LGA,15883
1223219340695988918,LGA,15883
1223221380208595577,LGA,7902
1223222988707279431,LGA,16169
1217386314089542044,LGA,14784
1217394271595088216,LGA,15467
1217429430116095120,LGA,15689
1217437532742323475,LGA,15653
1217501306123181903,LGA,13436
1217502258688003358,LGA,13436
1217502811846938429,LGA,13436
1217503067963212405,LGA,13436
1223224171657956620,LGA,15852
1223325139649690258,LGA,15323
1223327845813883484,LGA,14580
1227420009397765852,LGA,11750
1227420261419374585,LGA,11750
1227524153620436301,LGA,20855
1227727207761043237,LGA,21374
1227818000807916145,LGA,10985
1228208636927429868,LGA,16593
1217657027463550966,JFK,10561
1217677941637752924,LGA,17754
1217745573483593183,LGA,22885
1217932701715838628,LGA,11128
1217938964570924766,LGA,15283
1218036824082270852,LGA,13601
1218036870155600991,LGA,13601
1223365066145591672,LGA,11063
1223778708547663301,LGA,4013
1228208840794867363,LGA,16703
1228208873942226530,LGA,16703
1228209041418823286,LGA,17104
1228209227100908495,LGA,16327
1228209499513589730,LGA,16842
1228209537665417176,LGA,16597
1228219156600528452,JFK,9607
1223873298455113347,LGA,14392
1223908931949225892,LGA,12180
1218109174586796300,LGA,19648
1218127598324156328,LGA,15349
1218133204010939684,JFK,5112
1218143744891084758,LGA,6239
1218149139595159967,LGA,10341
1218187857380288354,LGA,11583
1218284328178874456,LGA,11583
1224070827522419491,LGA,15166
1224072616282673348,LGA,15118
1224073554655958276,LGA,17472
1224074648512628836,LGA,17501
1224075612952225334,LGA,15172
1224076540419059623,LGA,15398
1228345176676845327,LGA,13767
1228359645034743662,LGA,15714
1228504657201317846,LGA,14287
1228535553011702685,EWR,21484
1228565276593542354,LGA,14287
1228568404001669036,LGA,13809
1228572518384548374,LGA,14287
1224079069637556316,LGA,15251
1218439205588842717,LGA,19630
1218692786582615835,LGA,20592
1218791045034994904,LGA,15640
1218791392477263589,LGA,17067
1230800439159310475,LGA,10895
1231135197361698767,LGA,16014
1231144645173836006,LGA,9620
1231269602290601306,JFK,23906
1224117475056038174,JFK,10257
1224234711493434544,LGA,19534
1224383436224814398,LGA,16127
1228576821149395610,LGA,8559
1228599179307348312,LGA,10568
1228964974938045346,LGA,15738
1228989876364419183,LGA,15386
1229023902731509556,LGA,13891
1229047776128463972,LGA,15030
1229173157354393413,LGA,15148
1229178980884808089,LGA,14981
1224416899415264230,LGA,16265
1224701359485705064,JFK,10666
1224933353394487480,LGA,14836
1225482382890787487,LGA,11961
1231278871716422945,LGA,8151
1231813822543642860,LGA,20382
1231928660362309154,LGA,22257
1231957944915161552,LGA,7079
1231995208523823326,LGA,20165
1232143141342015494,LGA,14885
1232163018849381391,JFK,10431
1232165228974075906,LGA,14688
1232501562663810691,LGA,13010
1232521814491370029,LGA,11687
1225491538755543141,LGA,15270
1229182096342551645,JFK,5309
1229523606564646669,LGA,13100
1229657495609120588,LGA,16394
1229669742898309870,LGA,11332
1229670048587573999,LGA,12238
1229772502643630464,EWR,30968
1229818908920654651,LGA,18520
1225499106662965922,LGA,16866
1237094641902152706,LGA,15300
1237100764139053201,LGA,14431
1237138206798698945,LGA,13408
1237531266602752132,LGA,12481
1237699083346080548,LGA,9441
1237716908695660523,LGA,15944
1232581865724727224,LGA,11186
1232599503843799747,LGA,20964
1232695767588000628,LGA,15701
1232728276466806205,LGA,17404
1232732872159054205,LGA,10787
1232800963475699454,LGA,16152
1232815754802641772,LGA,14774
1232821948424238577,LGA,24074
1232863059744383368,LGA,15851
1232867486321886554,LGA,11301
1237717005881741151,LGA,15944
1229887426591375584,LGA,18236
1230157735855856971,LGA,19397
1230393548626498362,LGA,14264
1230413477536936223,LGA,15445
1230433383851013524,JFK,9256
1230456467253112427,JFK,5993
1230464737360638283,LGA,14948
1230580157204357701,LGA,14033
1230687238569474464,EWR,30376
1230779489579019010,LGA,11069
1237717109706768815,LGA,15944
1237717109925539462,LGA,15944
1237794099370330947,LGA,15014
1237831424957816643,LGA,13067
1237845000378373649,JFK,12621
1237893377105897865,LGA,13579
1232894051628173440,LGA,10803
1232908276400918208,LGA,10884
1232916502749090159,LGA,10721
1232921272429417066,LGA,10794
1232921678813330437,LGA,6057
1232950687599154027,LGA,18364
1233214287379071861,LGA,6044
1233309290292582813,LGA,21095
1237951547965118352,LGA,10925
1237994099610950743,JFK,11876
1243407948732318297,LGA,26477
1243416180933866042,LGA,19138
1243439250383188600,LGA,11870
1243439296025850039,LGA,15375
1243476091823121246,JFK,13434
1243539702549842669,LGA,10521
1243589400344031947,JFK,22463
1243613478682097482,LGA,12814
1243635476218013219,LGA,14763
1238331353606952943,LGA,17239
1238331693437400297,LGA,17239
1238401183990907902,LGA,11248
1238507870748166391,LGA,21341
1233319156706823895,LGA,21405
1233319874863533924,LGA,15867
1233326596009922628,LGA,20964
1233328623909953623,LGA,21272
1233332599257101768,LGA,20863
1233340604762036378,LGA,21043
1233355840337744276,LGA,10755
1233457958842441455,LGA,10853
1233462337347072021,LGA,15689
1233462719021008458,LGA,11016
1233474101391079709,LGA,10770
1233479243095410571,LGA,11693
1238533278398374867,LGA,9791
1238545750632884261,EWR,33885
1238576818025767122,JFK,12562
1238724380621296610,LGA,24278
1243734903294281202,LGA,19016
1243997709406510035,LGA,16878
1244007458259952492,JFK,22173
1244025171453617668,LGA,15225
1244077967367254733,LGA,15106
1244098550844777484,JFK,6654
1244129048202280762,LGA,11622
1244144325025062589,LGA,11337
1244147868043244964,LGA,11829
1238744170136593900,LGA,24206
1239075154633998807,LGA,16670
1239161290493617093,LGA,13895
1239165143018334568,LGA,14101
1239165783186837235,JFK,9309
1244159815865781466,LGA,13762
1244159884004281532,LGA,13762
1244162205661898758,LGA,16707
1244162477105434699,LGA,14095
1244163083306831392,LGA,16707
1244163261050221471,LGA,13450
1239167862033952950,LGA,12236
1233550549684575733,JFK,10123
1233585573686363899,LGA,26481
1233741840559332037,LGA,15215
1233970831850160914,LGA,15077
1234061754979115773,LGA,15689
1234105027643190339,LGA,14663
1234123060353875436,LGA,12060
1234175613083137758,LGA,17198
1234209733802234379,LGA,13572
1239170788895555224,LGA,15134
1239344245537554608,LGA,16877
1239358310773949092,LGA,13474
1239370492697136449,JFK,8925
1239374670682339156,LGA,13225
1239414671424190461,LGA,13294
1244163327486284104,LGA,13019
1244167203417941890,LGA,13705
1244172360761770239,LGA,15189
1244172937099805760,LGA,14600
1244202479863579716,LGA,20855
1244242128845640429,JFK,15237
1244250404861933619,LGA,14632
1244250558089359943,LGA,14628
1239422928791950948,LGA,13074
1239425515849164865,LGA,11170
1234329085499860302,JFK,14799
1234343699153118755,JFK,10078
1234370192919720687,LGA,19033
1234371026530565179,LGA,19023
1234422817745850130,JFK,8961
1234465798811057658,LGA,15882
1234694640935764120,LGA,10839
1234737114054544276,LGA,14401
1234762276793313957,LGA,12621
1239781634809396041,LGA,12844
